obs,source
search_btc_vas,search_stream_metric_observation
bonuses_view_events,avitopro_tmp_metric_observation
traffic_daily.page_view.user_registration_start,click_stream_metric_observation
appcall_bx_outgoing_item_gallery_success,app_calls_metric_observation
items_reactivated,sellerx_metric_observation_w_startdate
dom_load_session_events,web_performance_metric_observation
item_200_plus_km_from_location_new,item_geo_metric_observation
vas_transactions_x5_1,mnz_vas_metric_observation
search_subscription_notifications_add,click_stream_metric_observation
item_200_plus_km_from_location,item_geo_metric_observation
appcall_sx_outgoing_deeplink_call_back_answered,app_calls_metric_observation
appcall_bx_outgoing_notification_call_back_answered,app_calls_metric_observation
location_changings_region_russia,location_changings_metric_observation
new_first_messages,first_message_metric_observation
avitopro_landing_view_events,avitopro_tmp_metric_observation
items_with_delivery_soa,delivery_metric_observation
from_session_start_to_iv_any_source_p50,labor_metric_observation
searches_contact_push,search_stream_metric_observation
tariff_amount_net_listing_from_package,lf_metric_observation
fav_added_rec_u2i_vip,search_stream_metric_observation
tooltip_accepts,location_changings_metric_observation
delivery_category_deals,delivery_metric_observation
buyer_target_clicks_serp_district,search_stream_metric_observation
anon_calls_matched_by_phone_and_user,matched_anonymous_calls_metric_observation
traffic_daily.other.item_add_vin_user_suggest,click_stream_metric_observation
geo_redirect_disabled,click_stream_metric_observation
performance_measures_count_main,app_performance_metric_observation
favorites_list_views,search_stream_metric_observation
initial_pages_finished_events_item,web_speed_metric_observartion
avitopro_item_responsibleemployee,avitopro_key_actions_observations
str_submit,str_metric_observation
messenger_item_messages,messenger_metric_observation
traffic_daily.other.favorite_remove,click_stream_metric_observation
contacts_serp_metro,search_stream_metric_observation
appcall_sx_incoming_call_log_callback_answered,app_calls_metric_observation
sellers_items_with_contacts,sellerx_metric_observation_w_startdate
contacts_rec_i2i_premium,search_stream_metric_observation
favourite_sellers_subscribers_active_old,favourite_sellers_totals
realty_development_phone_views,click_stream_metric_observation
help_view_events,avitopro_tmp_metric_observation
total_geo_send_button_clicks,messenger_metric_observation
itemviews_on_rating_4,ratings_metric_observation
vas_amount_net_turbo,mnz_vas_metric_observation
itemviews_on_rating_1,ratings_metric_observation
search_btc_date_sort,search_stream_metric_observation
searches_default_sort,search_stream_metric_observation
searches_and_iv_to_contact,labor_metric_observation
default_radius_searches,geo_searches_metric_observation
traffic_daily.other.item_callphone,click_stream_metric_observation
searches_radius_with_item_view,search_stream_metric_observation
content_paint_session_events_p25,web_performance_metric_observation
dom_completion_events_p95,web_performance_metric_observation
location_window_displays,click_stream_metric_observation
wizard_sessions,support_metric_observation
express_cv_started_net,express_cv_metric_observation
users_on_delivery,delivery_metric_observation
request_events_p75,web_performance_metric_observation
searches_from_witcher_new_auto,search_stream_metric_observation
app_cache_events_p50,web_performance_metric_observation
item_added_chains_6_15min,sellerx_metric_observation_w_startdate
contacts_searches_u2i,search_stream_metric_observation
errors_on_map,map_stream_metric_observation
vas_users,b2b_core_daily_metric_observation
searches_with_price_filter,search_stream_metric_observation
dom_content_load_duration,web_performance_metric_observation
advertisement_amount_net_adj,b2b_core_daily_metric_observation
from_session_start_to_c_any_source,labor_metric_observation
domofond_amount_net_adj,b2b_core_daily_metric_observation
item_edit_starts_by_src,sellerx_metric_observation_w_startdate
traffic_daily.page_view.user_registration_request,click_stream_metric_observation
serverloading_events_p25,new_performance_metric_observation
traffic_daily.page_view.item_editconfirm,click_stream_metric_observation
serverloading_events_p50,new_performance_metric_observation
serverloading_sessions_p50,new_performance_metric_observation
buyer_target_clicks_shop,search_stream_metric_observation
serverloading_appstart_session_duration,new_performance_metric_observation
anon_calls_matched_any_type_rec,matched_anonymous_calls_metric_observation
item_views_serp_district,search_stream_metric_observation
pages_success_payment,lf_metric_observation
item_off_delivery,delivery_metric_observation
buyer_target_clicks_witcher_new_flats,search_stream_metric_observation
traffic_daily.page_view.user_changeemailrequest,click_stream_metric_observation
delivery_widget,delivery_metric_observation
ttfb_events_p50,web_performance_metric_observation
total_item_off_delivery,delivery_metric_observation
first_response_messages,messenger_metric_observation
init_session_duration,new_performance_metric_observation
traffic_daily.page_view.item_addfinish,click_stream_metric_observation
missed_proxy_calls,matched_anonymous_calls_metric_observation
serverloading_appstart_sessions_p75,new_performance_metric_observation
item_has_city_reactivated,item_geo_metric_observation
anon_calls_matched_by_phone_rec,matched_anonymous_calls_metric_observation
lf_amount_net,sellerx_metric_observation_w_startdate
draw_sessions_p95,new_performance_metric_observation
traffic_daily.other.user_profile_items_show,click_stream_metric_observation
click_back_button,click_stream_metric_observation
session_events,web_performance_metric_observation
appcall_bx_incoming_notification_call_back,app_calls_metric_observation
tooltip_closings,location_changings_metric_observation
location_changings_city_russia,location_changings_metric_observation
tickets_problem_changed,support_metric_observation
item_edits_description,sellerx_metric_observation_w_startdate
fullscreen_photo_galeree_close,click_stream_metric_observation
anon_calls_matched_any_type_serp,matched_anonymous_calls_metric_observation
traffic_daily.page_view.hc_open_main_page,click_stream_metric_observation
inbox_first_messages,messenger_metric_observation
helpcenter_article_like_popular,support_metric_observation
items_edit_started_by_src,sellerx_metric_observation_w_startdate
connection_events_p95,web_performance_metric_observation
account_asd_click_email_support,avitopro_tmp_metric_observation
appcall_sx_outgoing_call_log_callback,app_calls_metric_observation
typo_disabled,click_stream_metric_observation
appcall_bx_outgoing_item,app_calls_metric_observation
items_reactivated_wait,sellerx_metric_observation_w_startdate
fav_added_rec_i2i_push,search_stream_metric_observation
avitopro_item_priceedit,avitopro_key_actions_observations
head_main_pages,click_stream_metric_observation
traffic_daily.contact.messenger_amqp_message_add_item,click_stream_metric_observation
chat_open_errors,messenger_metric_observation
contacts_rec_u2i,search_stream_metric_observation
searches_metro_with_btc,search_stream_metric_observation
tooltip_not_accepts,location_changings_metric_observation
anon_calls_matched_any_type_fav,matched_anonymous_calls_metric_observation
app_cache_events_p95,web_performance_metric_observation
base_serp_with_query_empty,search_stream_metric_observation
buyer_favouriteseller_delete,click_stream_metric_observation
fav_added_searches_u2i,search_stream_metric_observation
serverloading_appstart_sessions_p95,new_performance_metric_observation
performance_events_count_shops_list,app_performance_metric_observation
first_paint_session_events,web_performance_metric_observation
searches_road_with_item_view,search_stream_metric_observation
searches,search_stream_metric_observation
items_closed_by_user,sellerx_metric_observation_w_startdate
active_items_more_1_photo,sellerx_metric_observation_w_startdate
traffic_daily.page_view.main_page_view,click_stream_metric_observation
items_reactivated_free,sellerx_metric_observation_w_startdate
location_changings_app_settings,location_changings_metric_observation
localloading_events,new_performance_metric_observation
pin_clicks,map_stream_metric_observation
session_duration_events,web_performance_metric_observation
ad_head_mp,ad_metric_observation
item_no_address_id_new,item_geo_metric_observation
traffic_daily.page_view.account_payapplying,click_stream_metric_observation
vas_transactions_vip,mnz_vas_metric_observation
phone_views_total_vas,search_stream_metric_observation
article_views_popular,support_metric_observation
items_with_str,str_metric_observation
recblock_shows_u2i,search_stream_metric_observation
radius_1000_searches,geo_searches_metric_observation
sqp_wordbreaker_disabled,click_stream_metric_observation
searches_item_view_push,search_stream_metric_observation
connection_events,web_performance_metric_observation
di_appstart_sessions_p50,new_performance_metric_observation
item_views_with_msg,messenger_metric_observation
performance_exceptions_count_serp,app_performance_metric_observation
answered_inbox_first_messages_within_1hour,messenger_metric_observation
vas_transactions_fast,mnz_vas_metric_observation
content_paint_session_events,web_performance_metric_observation
traffic_daily.page_view.user_profile_about_bonuses_page_open,click_stream_metric_observation
search_subscription_notifications_delete,click_stream_metric_observation
item_views_grouped,search_stream_metric_observation
geo_redirect_suggest_disabled,click_stream_metric_observation
geo_redirect_suggest,click_stream_metric_observation
processing_on_load_events_p25,web_performance_metric_observation
di_appstart_session_duration_events,new_performance_metric_observation
performance_exceptions_count_main,app_performance_metric_observation
total_delivery_widget,delivery_metric_observation
traffic_daily.other.pin_serp_click,click_stream_metric_observation
items_started_paid,sellerx_metric_observation_w_startdate
dom_content_load_events_p75,web_performance_metric_observation
subs_amount_net_adj,b2b_core_daily_metric_observation
items_edited,sellerx_metric_observation_w_startdate
traffic_daily.other.search_subscription_add,click_stream_metric_observation
searches_u2i_contact,search_stream_metric_observation
lf_amount_single_listing,lf_metric_observation
performance_events_count_profile,app_performance_metric_observation
from_session_start_to_c_any_source_p25,labor_metric_observation
ticket_platform_created,support_metric_observation
redirect_duration_events,web_performance_metric_observation
di_sessions_p95,new_performance_metric_observation
location_dialogue_opens_search,location_changings_metric_observation
active_items_more_10_photo,sellerx_metric_observation_w_startdate
searches_contact_delivery,search_stream_metric_observation
item_no_address_string_reactivated,item_geo_metric_observation
buyer_delivery_orders_canceled,delivery_metric_observation
traffic_daily.page_view.user_profile_subscription_order_call_for_edit,click_stream_metric_observation
cv_contacts_view_events,avitopro_tmp_metric_observation
items_closed_with_answer,sellerx_metric_observation_w_startdate
session_duration,web_performance_metric_observation
localloading_events_p95,new_performance_metric_observation
appcall_sx_outgoing_notification_call_back_answered,app_calls_metric_observation
items_blocked_duplicate,sellerx_metric_observation_w_startdate
traffic_daily.page_view.user_login,click_stream_metric_observation
init_appstart_sessions_p50,new_performance_metric_observation
contacts_serp_radius,search_stream_metric_observation
base_serp_without_query_small,search_stream_metric_observation
location_dialogue_closings,location_changings_metric_observation
deactivated_listers_involuntary,c2c_core_daily_metric_observation
item_views_rec_u2i_premium,search_stream_metric_observation
subs_view_events,avitopro_tmp_metric_observation
tariff_amount_net_pro,lf_metric_observation
radius_1_searches,geo_searches_metric_observation
buyer_target_clicks_delivery,search_stream_metric_observation
item_with_address_id_new,item_geo_metric_observation
fav_added_rec_u2i_push,search_stream_metric_observation
total_blocking_time_events_p75,web_performance_metric_observation
items_archived,sellerx_metric_observation_w_startdate
serverloading_duration_events,new_performance_metric_observation
item_has_building_new,item_geo_metric_observation
profile_views_from_messenger,messenger_metric_observation
location_changings_bad,location_changings_metric_observation
ad_fails,ad_metric_observation
appcall_sx_outgoing_notification_call_back_success,app_calls_metric_observation
init_appstart_sessions,new_performance_metric_observation
password_restore_requests,click_stream_metric_observation
vas_transactions_x10_1,mnz_vas_metric_observation
avitopro_items_open,avitopro_key_actions_observations
request_events_p50,web_performance_metric_observation
prepare_duration,new_performance_metric_observation
request_response_events_p95,web_performance_metric_observation
on_load_duration_events,web_performance_metric_observation
fav_added_rec_i2i_premium,search_stream_metric_observation
performance_events_count_account,app_performance_metric_observation
item_add_chains_category_last_click,sellerx_metric_observation_w_startdate
item_has_street_new,item_geo_metric_observation
total_item_send_button_clicks,messenger_metric_observation
performance_exceptions_count_profile,app_performance_metric_observation
item_with_address_id_reactivated,item_geo_metric_observation
avitopro_calls_open,avitopro_key_actions_observations
contact_pro_image,search_stream_metric_observation
vas_amount_turbo,mnz_vas_metric_observation
vas_amount_net_xl,mnz_vas_metric_observation
from_session_start_to_iv_map_p75,labor_metric_observation
request_response_events_p75,web_performance_metric_observation
buyer_target_clicks_rec_u2i_vas,search_stream_metric_observation
performance_events_count_item,app_performance_metric_observation
scrolls_zoom_levels,map_stream_metric_observation
radius_0_searches,geo_searches_metric_observation
fav_added_rec_push,search_stream_metric_observation
di_duration,new_performance_metric_observation
buyer_target_clicks_premium,search_stream_metric_observation
buyer_target_clicks_searches_u2i,search_stream_metric_observation
appcall_sx_incoming_notification_call_back_success,app_calls_metric_observation
from_session_start_to_c_any_source_p75,labor_metric_observation
tooltip_accepts_city,location_changings_metric_observation
performance_exceptions_count_publish_wizard,app_performance_metric_observation
item_added_chains_3min,sellerx_metric_observation_w_startdate
searches_witcher_new_flats,search_stream_metric_observation
anon_calls_matched_by_time,matched_anonymous_calls_metric_observation
searches_metro_with_contact,search_stream_metric_observation
buyer_target_clicks_rec_i2i_vip,search_stream_metric_observation
total_str_widget,str_metric_observation
traffic_daily.other.item_add_sts_user_suggest,click_stream_metric_observation
contacts_from_map,search_stream_metric_observation
express_cv_published,express_cv_metric_observation
fav_added_from_map,search_stream_metric_observation
searches_from_witcher_regions,search_stream_metric_observation
meta_regions_level_searches,geo_searches_metric_observation
advertisement_amount_net_adj_increased_for_RPM,b2b_core_daily_metric_observation
performance_exceptions_count_shop_info,app_performance_metric_observation
tooltip_accepts_region,location_changings_metric_observation
searches_road,search_stream_metric_observation
traffic_daily.page_view.user_restore_request,click_stream_metric_observation
pages_payment_method,lf_metric_observation
booking_created_short_rent,search_stream_metric_observation
items_blocked_rejected,sellerx_metric_observation_w_startdate
autoteka_amount_net_adj,b2b_core_daily_metric_observation
first_paint_session_events_p25,web_performance_metric_observation
time_to_first_paint,web_speed_metric_observartion
sub_view_events,avitopro_tmp_metric_observation
listings,lf_metric_observation
buyer_target_clicks_rec_vip,search_stream_metric_observation
tickets_problem_changed_platform,support_metric_observation
phone_views_total_push,search_stream_metric_observation
searches_u2i_item_view,search_stream_metric_observation
public_profile_visit_from_item,click_stream_metric_observation
traffic_daily.page_view.view_info,click_stream_metric_observation
active_items_more_40_description_word,sellerx_metric_observation_w_startdate
buyer_target_clicks_serp_metro,search_stream_metric_observation
seller_str_bookings,str_metric_observation
shops_view_events,avitopro_tmp_metric_observation
radius_25_searches,geo_searches_metric_observation
messenger_active_chats,messenger_metric_observation
answered_first_messages_within_1hour_7hour,messenger_metric_observation
traffic_daily.page_view.hc_open_section_page,click_stream_metric_observation
user_interactive_duration,web_performance_metric_observation
sqp_layout_replace,click_stream_metric_observation
appcall_bx_outgoing_deeplink_call_back_success,app_calls_metric_observation
new_items_0_photo,sellerx_metric_observation_w_startdate
metro_map_searches,map_stream_metric_observation
location_changings_horizontal,location_changings_metric_observation
app_cache_events_p25,web_performance_metric_observation
searches_map_area,search_stream_metric_observation
ad_searches,ad_metric_observation
traffic_daily.other.favorite_add,click_stream_metric_observation
anon_calls_matched_both_types,matched_anonymous_calls_metric_observation
searches_witcher_regions_with_item_view,search_stream_metric_observation
searches_road_with_contact,search_stream_metric_observation
draw_events_p75,new_performance_metric_observation
item_with_address_id,item_geo_metric_observation
item_views_rec_premium,search_stream_metric_observation
article_views_regular,support_metric_observation
item_off_str,str_metric_observation
item_address_length_reactivated,item_geo_metric_observation
serverloading_events_p95,new_performance_metric_observation
appcall_sx_incoming_messenger_call_back,app_calls_metric_observation
appcall_bx_outgoing_item_gallery_answered,app_calls_metric_observation
photo_zoom_on_item_page,click_stream_metric_observation
phone_views_total_premium,search_stream_metric_observation
items_reactivated_with_delivery,delivery_metric_observation
successful_payment_wallet,billing_metric_observation
location_dialogue_savings_search,location_changings_metric_observation
traffic_daily.page_view.user_registration_phone_confirm_page,click_stream_metric_observation
from_session_start_to_c_p25,labor_metric_observation
traffic_daily.page_view.user_logout,click_stream_metric_observation
searches_item_view_vip,search_stream_metric_observation
helpdesk_delivery_tickets,delivery_metric_observation
initial_pages_finished_events_messenger,web_speed_metric_observartion
response_events,web_performance_metric_observation
appcall_bx_outgoing_messenger_chat_long_answer,app_calls_metric_observation
ticket_call_created,support_metric_observation
ttfb_events_p75,web_performance_metric_observation
items_edit_started,sellerx_metric_observation_w_startdate
reviews_list_open,click_stream_metric_observation
saved_searches_added,click_stream_metric_observation
chat_reads,messenger_metric_observation
fav_added_rec_vas,search_stream_metric_observation
pins_with_zoom_levels,map_stream_metric_observation
ext_amount_net_adj,b2b_core_daily_metric_observation
searches_contact_premium,search_stream_metric_observation
dom_completion_events_p25,web_performance_metric_observation
shortcut_clicks,click_stream_metric_observation
searches_group,search_stream_metric_observation
item_views_rec_i2i,search_stream_metric_observation
draw_appstart_session_duration_events,new_performance_metric_observation
vas_transactions_activation,mnz_vas_metric_observation
init_sessions_p75,new_performance_metric_observation
request_events_p95,web_performance_metric_observation
items_added,click_stream_metric_observation
base_serp_with_query_small,search_stream_metric_observation
traffic_daily.other.search_subscription_delete,click_stream_metric_observation
auth_errors,cookie_account_enter
searches_item_view_default_sort,search_stream_metric_observation
itemviews_on_rating_3,ratings_metric_observation
item_views_total_premium,search_stream_metric_observation
item_views_search_item_attr,search_stream_metric_observation
item_views_fav_list,search_stream_metric_observation
buyer_target_clicks_rec_i2i_vas,search_stream_metric_observation
appcall_sx_outgoing_messenger_call_back_success,app_calls_metric_observation
contacts_rec_i2i,search_stream_metric_observation
appcall_bx_outgoing_messenger_chat_menu_success,app_calls_metric_observation
dom_interactive_events_p25,web_performance_metric_observation
answered_inbox_first_messages,messenger_metric_observation
contacts_serp_district,search_stream_metric_observation
item_views_serp_map_area,search_stream_metric_observation
init_events_p75,new_performance_metric_observation
anonnumber_talks_duration,communications_metric_observation
items_delivery_wrong_available,delivery_metric_observation
searches_with_query,search_stream_metric_observation
mini_m_image_send_button_clicks,messenger_metric_observation
traffic_daily.page_view.user_auth_start,click_stream_metric_observation
tariff_amount_burned_from_package,lf_metric_observation
traffic_daily.page_view.user_restorerequest,click_stream_metric_observation
item_views_serp,search_stream_metric_observation
appcall_item_gallery_click_phone,app_calls_metric_observation
item_edits_price,sellerx_metric_observation_w_startdate
domain_lookup_events_p25,web_performance_metric_observation
account_asd_click_write_review_asd,avitopro_tmp_metric_observation
traffic_daily.page_view.view_company,click_stream_metric_observation
item_has_building,item_geo_metric_observation
vas_amount_net_x5_7,mnz_vas_metric_observation
messenger_users_blocked,messenger_metric_observation
item_20m_from_location_new,item_geo_metric_observation
ad_view,ad_metric_observation
sqp_wordbreaker_digit_disabled,click_stream_metric_observation
from_session_start_to_iv_any_source_p75,labor_metric_observation
traffic_daily.other.email_send,click_stream_metric_observation
location_changings_neutral_city,location_changings_metric_observation
performance_time_to_content_main,app_performance_metric_observation
processing_duration_events,web_performance_metric_observation
item_has_district,item_geo_metric_observation
localloading_appstart_sessions,new_performance_metric_observation
delivery_seller_bonuses_in_vas_spend_amount,delivery_metric_observation
helpdesk_seller_tickets,sellerx_metric_observation_w_startdate
processing_events,web_performance_metric_observation
vas_transactions_x2_7,mnz_vas_metric_observation
secure_connection_duration,web_performance_metric_observation
traffic_daily.page_view.hc_open_category_page,click_stream_metric_observation
favorite_items_view_events,avitopro_tmp_metric_observation
mini_m_send_button_clicks,messenger_metric_observation
vas_amount_pushup,mnz_vas_metric_observation
seller_delivery_orders_canceled,delivery_metric_observation
btc_serp_query,search_stream_metric_observation
location_changings_russia_city,location_changings_metric_observation
location_changings_suspicious,location_changings_metric_observation
fav_added_rec_i2i_vip,search_stream_metric_observation
geo_button_clicks,messenger_metric_observation
item_views_total_vip,search_stream_metric_observation
vas_amount_x10_7,mnz_vas_metric_observation
traffic_daily.other.hc_select_problem_form,click_stream_metric_observation
traffic_daily.page_view.user_changecompanyinformation,click_stream_metric_observation
di_session_duration,new_performance_metric_observation
misspell_suggest,click_stream_metric_observation
contacts_fav_list,search_stream_metric_observation
searches_to_contact,labor_metric_observation
federal_city_level_searches,geo_searches_metric_observation
enter_start,cookie_account_enter
performance_measures_count_serp,app_performance_metric_observation
contacts_regions,search_stream_metric_observation
old_total_messages,first_message_metric_observation
buyer_target_clicks_serp_saved,search_stream_metric_observation
vas_amount_x5_7,mnz_vas_metric_observation
recshow_btc,search_stream_metric_observation
prepare_appstart_sessions_p75,new_performance_metric_observation
helpcenter_article_dislike_freq,support_metric_observation
teleport_replace,click_stream_metric_observation
vas_amount_net_x10_7,mnz_vas_metric_observation
serverloading_events_p75,new_performance_metric_observation
draw_appstart_session_duration,new_performance_metric_observation
draw_events,new_performance_metric_observation
search_suggest_clicks,search_stream_metric_observation
searches_witcher_delivery,search_stream_metric_observation
buyer_str_bookings_comfirmed,str_metric_observation
item_views_vip,search_stream_metric_observation
searches_item_view_premium,search_stream_metric_observation
new_items_more_10_description_word,sellerx_metric_observation_w_startdate
performance_events_count_serp,app_performance_metric_observation
public_profile_closed_items_paginations,public_profile_metric_observation
total_blocking_time_duration_events,web_performance_metric_observation
map_searches_with_contact,search_stream_metric_observation
buyer_target_clicks_vas,search_stream_metric_observation
public_profile_closed_tabs,public_profile_metric_observation
traffic_daily.page_view.account_docs,click_stream_metric_observation
dom_completion_events_p75,web_performance_metric_observation
appcall_sx_incoming_messenger_chat_menu,app_calls_metric_observation
processing_on_load_events_p95,web_performance_metric_observation
init_events_p25,new_performance_metric_observation
item_100m_from_location_reactivated,item_geo_metric_observation
windows_view_events,avitopro_tmp_metric_observation
prepare_appstart_sessions_p95,new_performance_metric_observation
item_views_serp_filter_search,search_stream_metric_observation
services_main_pages,click_stream_metric_observation
avitopro_calls_download,avitopro_key_actions_observations
anon_calls_matched_both_types_fav,matched_anonymous_calls_metric_observation
item_views_serp_price_filter_search,search_stream_metric_observation
performance_measures_count_public_profile,app_performance_metric_observation
buyer_commission_net_adj,delivery_metric_observation
vas_amount_net_pushup,mnz_vas_metric_observation
item_add_chains_item_create,sellerx_metric_observation_w_startdate
close_offer_closes,messenger_metric_observation
notifications_view_events,avitopro_tmp_metric_observation
active_items_more_5_description_word,sellerx_metric_observation_w_startdate
first_paint_session_duration_events,web_performance_metric_observation
contacts_public_profile,public_profile_metric_observation
searches_serp,search_stream_metric_observation
location_changings_region_city,location_changings_metric_observation
avitopro_vas_apply,avitopro_key_actions_observations
on_load_events_p95,web_performance_metric_observation
missed_proxy_calls_map,matched_anonymous_calls_metric_observation
processing_on_load_events_p50,web_performance_metric_observation
avitopro_item_activate,avitopro_key_actions_observations
session_searches_with_uniq_query,search_stream_metric_observation
payment_method_page_CV,billing_metric_observation
appcall_bx_outgoing_item_gallery,app_calls_metric_observation
successful_payment_services,billing_metric_observation
btc_serp_price_sort,search_stream_metric_observation
ticket_wizard_created,support_metric_observation
performance_exceptions_count_account,app_performance_metric_observation
teleport_suggest_disabled,click_stream_metric_observation
domain_lookup_events_p75,web_performance_metric_observation
domain_lookup_events_p50,web_performance_metric_observation
buyer_target_clicks_rec_premium,search_stream_metric_observation
contacts_vas,search_stream_metric_observation
from_session_start_to_c_map_p75,labor_metric_observation
buyer_favouriteseller_add,click_stream_metric_observation
items_reactivated_net,sellerx_metric_observation_w_startdate
traffic_daily.other.item_add_auto_vin_start,click_stream_metric_observation
search_btc_default_sort,search_stream_metric_observation
users_off_delivery,delivery_metric_observation
map_with_item_view,map_stream_metric_observation
serp_small,search_stream_metric_observation
item_on_delivery,delivery_metric_observation
registration_errors,cookie_account_enter
phone_views_total,search_stream_metric_observation
recblock_shows_i2i,search_stream_metric_observation
helpcenter_wizard_sessions,support_metric_observation
traffic_daily.page_view.avitohelper_landing_open,click_stream_metric_observation
dom_completion_duration_events,web_performance_metric_observation
item_no_address_string_new,item_geo_metric_observation
session_events_p95,web_performance_metric_observation
base_serp_empty,search_stream_metric_observation
traffic_daily.contact.safedeal_booking_create,click_stream_metric_observation
