obs,source
itemviews_on_rating_2,ratings_metric_observation
public_profile_views,public_profile_metric_observation
appcall_bx_outgoing_notification_call_back,app_calls_metric_observation
domain_lookup_events_p95,web_performance_metric_observation
item_no_address_id,item_geo_metric_observation
di_events_p50,new_performance_metric_observation
items_sold_onavito,sellerx_metric_observation_w_startdate
prepare_sessions_p75,new_performance_metric_observation
app_cache_duration_events,web_performance_metric_observation
restore_errors,cookie_account_enter
searches_shop,search_stream_metric_observation
prepare_appstart_sessions_p50,new_performance_metric_observation
initial_pages_unfinished_events,web_speed_metric_observartion
call_phone_dialogues,click_stream_metric_observation
anon_calls_matched_by_phone_and_user_rec,matched_anonymous_calls_metric_observation
anon_calls_matched_by_phone_and_user_serp,matched_anonymous_calls_metric_observation
anon_calls_matched_by_phone_and_user_fav,matched_anonymous_calls_metric_observation
items_rejected_year_of_issue,sellerx_metric_observation_w_startdate
registration_start,cookie_account_enter
location_changings_neutral,location_changings_metric_observation
map_searches_with_item_view,search_stream_metric_observation
map_searches_with_btc,search_stream_metric_observation
draw_events_p50,new_performance_metric_observation
searches_district,search_stream_metric_observation
searches_witcher_regions_with_btc,search_stream_metric_observation
fav_added_witcher_new_auto,search_stream_metric_observation
btc_serp_date_sort,search_stream_metric_observation
buyer_favouriteseller_add_from_shop,click_stream_metric_observation
appcall_bx_outgoing_item_answered,app_calls_metric_observation
item_add_chains_confirm,sellerx_metric_observation_w_startdate
radius_200_searches,geo_searches_metric_observation
item_with_coordinates_new,item_geo_metric_observation
contacts_serp_map_area,search_stream_metric_observation
messenger_image_messages,messenger_metric_observation
performance_exceptions_count_channel,app_performance_metric_observation
total_str_submit,str_metric_observation
buyer_favouriteseller_delete_from_shop,click_stream_metric_observation
draw_exceptions,new_performance_metric_observation
ttfb_events_p25,web_performance_metric_observation
searches_saved_with_item_view,search_stream_metric_observation
performance_time_to_content_account,app_performance_metric_observation
express_cv_views,express_cv_metric_observation
new_items_more_5_photo,sellerx_metric_observation_w_startdate
items_rejected_mileage,sellerx_metric_observation_w_startdate
vas_transactions_x5_7,mnz_vas_metric_observation
user_interactive_events_p50,web_performance_metric_observation
seller_favorites_added,sellerx_metric_observation_w_startdate
item_views_to_contact,labor_metric_observation
location_dialogue_opens_radius,location_changings_metric_observation
buyer_delivery_orders,delivery_metric_observation
dom_completion_events,web_performance_metric_observation
answered_proxy_calls_serp,matched_anonymous_calls_metric_observation
searches_group_doubles,search_stream_metric_observation
performance_events_count_favorite_items,app_performance_metric_observation
traffic_daily.other.helpdesk_ticket_create,click_stream_metric_observation
contacts_on_rating_2,ratings_metric_observation
from_session_start_to_iv_any_source_p99,labor_metric_observation
subs_transactions,b2b_core_daily_metric_observation
appcall_item_gallery_show_buttons,app_calls_metric_observation
searches_noquery_item_view,search_stream_metric_observation
successful_payment_SMS,billing_metric_observation
draw_sessions_p50,new_performance_metric_observation
content_paint_session_duration_events,web_performance_metric_observation
services_view_events,avitopro_tmp_metric_observation
shop_view_events,avitopro_tmp_metric_observation
first_messages_vas,search_stream_metric_observation
contacts_rec_push,search_stream_metric_observation
account_asd_click_email_asd,avitopro_tmp_metric_observation
from_session_start_to_c,labor_metric_observation
fav_added_witcher_new_flats,search_stream_metric_observation
first_input_delay_events_p75,web_performance_metric_observation
buyer_target_clicks_rec_i2i,search_stream_metric_observation
prepare_events_p25,new_performance_metric_observation
traffic_daily.other.search_subscription_notifications_add,click_stream_metric_observation
regions_level_searches,geo_searches_metric_observation
performance_events_count_profile_item,app_performance_metric_observation
anonnumber_calls,communications_metric_observation
phone_views_snippet_xlvas,search_stream_metric_observation
favourite_sellers_subscribers_inactive_old,favourite_sellers_totals
map_searches,map_stream_metric_observation
performance_time_to_content_public_profile,app_performance_metric_observation
from_session_start_to_iv_search_nq,labor_metric_observation
map_interaction_on_item,click_stream_metric_observation
anon_calls_matched_by_time_serp,matched_anonymous_calls_metric_observation
location_changings_bad_regions,location_changings_metric_observation
response_duration,web_performance_metric_observation
from_session_start_to_iv_p75,labor_metric_observation
russia_level_searches,geo_searches_metric_observation
locations_in_searches,geo_searches_metric_observation
btc_search_item_attr,search_stream_metric_observation
vas_amount_net_premium,mnz_vas_metric_observation
appcall_bx_outgoing_messenger_chat_menu_answered,app_calls_metric_observation
promo_view_events,avitopro_tmp_metric_observation
item_views_regions,search_stream_metric_observation
total_item_view,str_metric_observation
lf_amount_net_adj,b2b_core_daily_metric_observation
localloading_events_p75,new_performance_metric_observation
total_delivery_contact,delivery_metric_observation
localloading_sessions_p25,new_performance_metric_observation
call_phone_screen_views,click_stream_metric_observation
photo_listing_no_full_screen,click_stream_metric_observation
traffic_daily.other.user_registration_social_complete,click_stream_metric_observation
tooltip_opens_russia,location_changings_metric_observation
scrolls_with_zoom_levels,map_stream_metric_observation
helpdesk_delivery_claim_tickets,delivery_metric_observation
messenger_seller_total_messages,messenger_metric_observation
init_sessions_p95,new_performance_metric_observation
item_views_witcher_regions,search_stream_metric_observation
write_button_clicks,search_stream_metric_observation
answered_first_messages_within_1hour,messenger_metric_observation
from_session_start_to_iv,labor_metric_observation
buyer_target_clicks_serp,search_stream_metric_observation
localloading_appstart_sessions_p50,new_performance_metric_observation
messenger_text_messages,messenger_metric_observation
buyer_str_bookings_paid,str_metric_observation
appcall_messenger_chat_menu_show_buttons,app_calls_metric_observation
fav_list_item_view,search_stream_metric_observation
items_started,sellerx_metric_observation_w_startdate
prepare_appstart_session_duration_events,new_performance_metric_observation
searches_witcher_new_auto,search_stream_metric_observation
from_session_start_to_c_search_nq_p99,labor_metric_observation
answered_proxy_calls,matched_anonymous_calls_metric_observation
performance_time_to_content_edit_item,app_performance_metric_observation
traffic_daily.page_view.user_auth_request,click_stream_metric_observation
from_session_start_to_c_any_source_p99,labor_metric_observation
answered_proxy_calls_rec,matched_anonymous_calls_metric_observation
user_favouritesellers_open,click_stream_metric_observation
item_with_address_string_new,item_geo_metric_observation
successful_payment_card,billing_metric_observation
callcenter_calls,support_metric_observation
fav_list_contact,search_stream_metric_observation
appcall_bx_incoming_messenger_call_back,app_calls_metric_observation
contacts_premium,search_stream_metric_observation
appcall_sx_incoming_item,app_calls_metric_observation
response_events_p25,web_performance_metric_observation
seller_str_bookings_paid,str_metric_observation
traffic_daily.page_view.vertical_page_view,click_stream_metric_observation
app_cache_duration,web_performance_metric_observation
fav_added_delivery,search_stream_metric_observation
localloading_sessions_p95,new_performance_metric_observation
buyer_str_bookings_canceled,str_metric_observation
appcall_bx_incoming_call_log_callback,app_calls_metric_observation
total_amount_net,lf_metric_observation
contacts_csc_cannonical,contacts_stream_observation
performance_events_count_shop_info,app_performance_metric_observation
session_searches_with_empty_or_uniq_query,search_stream_metric_observation
auth_success,cookie_account_enter
cv_packages_transactions_lk,avitopro_tmp_metric_observation
packages_view_events,avitopro_tmp_metric_observation
on_load_events,web_performance_metric_observation
phone_views_in_chat,search_stream_metric_observation
teleport_suggest,click_stream_metric_observation
dom_content_load_events_p25,web_performance_metric_observation
searches_from_witcher_new_flats,search_stream_metric_observation
redirect_events_p25,web_performance_metric_observation
appcall_sx_incoming_messenger_call_back_answered,app_calls_metric_observation
sign_in_errors,click_stream_metric_observation
seller_has_rating_2,ratings_logcat_metric_observation
vas_transactions_pushup,mnz_vas_metric_observation
location_changings_bad_russia,location_changings_metric_observation
vas_amount_premium,mnz_vas_metric_observation
buyer_delivery_orders_with_pay,delivery_metric_observation
location_changings_city_city,location_changings_metric_observation
item_address_length_new,item_geo_metric_observation
favourite_sellers_subscribers_inactive_new,favourite_sellers_totals
sessions_with_suggest_click_and_contact,search_stream_metric_observation
item_has_city,item_geo_metric_observation
autoload_click_load_events,avitopro_tmp_metric_observation
item_views_witcher_new_flats,search_stream_metric_observation
created_reviews_list_open,click_stream_metric_observation
search_btc_query,search_stream_metric_observation
lf_amount_burned_from_package,lf_metric_observation
traffic_daily.other.item_edit_page_open,click_stream_metric_observation
init_appstart_sessions_p95,new_performance_metric_observation
appcall_bx_outgoing_messenger_call_back,app_calls_metric_observation
traffic_daily.page_view.search_subscription_menu_click,click_stream_metric_observation
performance_exceptions_count_shops_list,app_performance_metric_observation
traffic_daily.page_view.hc_sent_search_query,click_stream_metric_observation
processing_duration,web_performance_metric_observation
item_chains_started,sellerx_metric_observation_w_startdate
searches_with_query_date_sort,search_stream_metric_observation
dom_completion_events_p50,web_performance_metric_observation
chat_list_views,messenger_metric_observation
helpdesk_delivery_text_tickets,delivery_metric_observation
webim_chats,support_metric_observation
searches_without_query,search_stream_metric_observation
search_items_with_rating,ratings_metric_observation
item_views_rec_i2i_vas,search_stream_metric_observation
response_events_p50,web_performance_metric_observation
misspell_replace,click_stream_metric_observation
from_session_start_to_c_search_nq,labor_metric_observation
vas_amount_net_x2_1,mnz_vas_metric_observation
traffic_daily.contact.item_viewphone_in_chat,click_stream_metric_observation
searches_contact_regions,search_stream_metric_observation
seller_str_deals,str_metric_observation
fav_added_vip,search_stream_metric_observation
from_session_start_to_iv_map_p99,labor_metric_observation
appcall_bx_incoming_messenger_call_back_success,app_calls_metric_observation
from_session_start_to_iv_map_p50,labor_metric_observation
reviews_score_sum,ratings_metric_observation
searches_u2i_btc,search_stream_metric_observation
password_restore_count,click_stream_metric_observation
public_profile_visit_from_subscriptions_sharing,click_stream_metric_observation
anon_calls_matched_both_types_map,matched_anonymous_calls_metric_observation
localloading_appstart_sessions_p95,new_performance_metric_observation
performance_events_count_publish_wizard,app_performance_metric_observation
lf_amount_net_burned_from_package,lf_metric_observation
rubricator_filters_map_searches,map_stream_metric_observation
contacts_rec_vas,search_stream_metric_observation
traffic_daily.page_view.own_item_view,click_stream_metric_observation
messenger_sendcall_messages,messenger_metric_observation
account_asd_click_email_doc,avitopro_tmp_metric_observation
processing_events_p50,web_performance_metric_observation
from_session_start_to_c_search_nq_p75,labor_metric_observation
non_fatal_app_error,click_stream_metric_observation
contacts_search_item_attr,search_stream_metric_observation
messenger_auto_messages,messenger_metric_observation
searches_extra_delivery,search_stream_metric_observation
searches_noquery_contact,search_stream_metric_observation
processing_on_load_duration_events,web_performance_metric_observation
ad_pages_to_contact,labor_metric_observation
response_events_p75,web_performance_metric_observation
messenger_buyer_total_messages,messenger_metric_observation
ticket_mav_created,support_metric_observation
launch_id,click_stream_metric_observation
prepare_events,new_performance_metric_observation
total_str_contact,str_metric_observation
vas_amount,mnz_vas_metric_observation
total_blocking_time_events_p25,web_performance_metric_observation
performance_exceptions_count_favorite_items,app_performance_metric_observation
misspell_suggest_disabled,click_stream_metric_observation
contacts_paid_amount_express_cv,express_cv_metric_observation
from_session_start_to_iv_p50,labor_metric_observation
tariff_amount_net_single_listing,lf_metric_observation
traffic_daily.other.search_on_map_entrance,click_stream_metric_observation
domain_lookup_events,web_performance_metric_observation
di_sessions_p75,new_performance_metric_observation
new_total_messages,first_message_metric_observation
search_btc,search_stream_metric_observation
dom_load_session_duration,web_performance_metric_observation
draw_events_p25,new_performance_metric_observation
serp_without_query_small,search_stream_metric_observation
traffic_daily.other.item_remove,click_stream_metric_observation
lf_amount_listing_from_package,lf_metric_observation
abuses,click_stream_metric_observation
appcall_sx_incoming_item_gallery_success,app_calls_metric_observation
item_edits_address,sellerx_metric_observation_w_startdate
initial_pages_finished_events_other_pages,web_speed_metric_observartion
performance_time_to_content_channel,app_performance_metric_observation
traffic_daily.other.item_add_reactivation_start,click_stream_metric_observation
seller_profile_views,click_stream_metric_observation
di_session_duration_events,new_performance_metric_observation
first_paint_session_events_p50,web_performance_metric_observation
review_delete,click_stream_metric_observation
performance_measures_count_item,app_performance_metric_observation
item_views_total_vas,search_stream_metric_observation
correct_searches_and_iv_to_contact,labor_metric_observation
lf_users,b2b_core_daily_metric_observation
searches_witcher_regions,search_stream_metric_observation
answered_first_messages_within_1day,messenger_metric_observation
items_allowed,sellerx_metric_observation_w_startdate
dom_content_load_events_p95,web_performance_metric_observation
serp_with_query_empty,search_stream_metric_observation
account_asd_click_order_call,avitopro_tmp_metric_observation
article_views_freq,support_metric_observation
favourite_sellers_subscriptions_active_old,favourite_sellers_totals
buyer_target_clicks_rec,search_stream_metric_observation
serverloading_events,new_performance_metric_observation
avitopro_item_delete,avitopro_key_actions_observations
di_events_p95,new_performance_metric_observation
processing_events_p95,web_performance_metric_observation
new_buyers,contacts_stream_observation
anon_calls_matched_by_phone,matched_anonymous_calls_metric_observation
searches_item_view_price_sort,search_stream_metric_observation
avitopro_vas_amount,avitopro_tmp_metric_observation
ad_successes,ad_metric_observation
contacts_witcher_new_flats,search_stream_metric_observation
init_appstart_session_duration,new_performance_metric_observation
searches_without_query_serp,search_stream_metric_observation
searches_district_with_item_view,search_stream_metric_observation
search_btc_delivery,search_stream_metric_observation
booking_created_short_rent_vas,search_stream_metric_observation
item_has_marginal_address_reactivated,item_geo_metric_observation
appcall_bx_incoming_notification_call_back_answered,app_calls_metric_observation
time_to_load_catalog,web_speed_metric_observartion
buyer_target_clicks_rec_u2i_premium,search_stream_metric_observation
avitopro_lf_transactions,avitopro_tmp_metric_observation
traffic_daily.page_view.search_user,click_stream_metric_observation
lf_packages_transactions_lk,avitopro_tmp_metric_observation
searches_witcher_delivery_with_btc,search_stream_metric_observation
redirect_events,web_performance_metric_observation
traffic_daily.page_view.shop_items,click_stream_metric_observation
my_locs,map_stream_metric_observation
contacts_history_open_in_ratings,click_stream_metric_observation
appcall_messenger_chat_long_answer_show_buttons,app_calls_metric_observation
request_response_events_p50,web_performance_metric_observation
dom_interactive_session_events_p50,web_performance_metric_observation
user_interactive_duration_events,web_performance_metric_observation
searches_item_view_date_sort,search_stream_metric_observation
di_sessions,new_performance_metric_observation
item_views_grouped_doubles,search_stream_metric_observation
traffic_daily.other.review_add,click_stream_metric_observation
item_views_witcher_new_auto,search_stream_metric_observation
anon_calls_matched_any_type_itemview,matched_anonymous_calls_metric_observation
appcall_bx_outgoing_deeplink_call_back_answered,app_calls_metric_observation
advertisement_page_views,click_stream_metric_observation
radius_400_searches,geo_searches_metric_observation
nav_actions_to_item_view,map_stream_metric_observation
traffic_daily.page_view.information_page_show,click_stream_metric_observation
searches_from_witcher_delivery,search_stream_metric_observation
performance_measures_count_shop_info,app_performance_metric_observation
item_edits_by_src,sellerx_metric_observation_w_startdate
redirect_events_p95,web_performance_metric_observation
traffic_daily.other.item_viewstat,click_stream_metric_observation
anon_calls_matched_success,matched_anonymous_calls_metric_observation
contacts_delivery,search_stream_metric_observation
buyer_favouriteseller_notifications_on,click_stream_metric_observation
seller_has_rating_5,ratings_logcat_metric_observation
traffic_daily.other.comparison_remove,click_stream_metric_observation
performance_events_count_edit_item,app_performance_metric_observation
appcall_item_click_inapp,app_calls_metric_observation
nav_actions_to_contact,map_stream_metric_observation
request_duration_events,web_performance_metric_observation
sign_in_count,click_stream_metric_observation
traffic_sessions,session_source_metric_observation
time_to_load_other_pages,web_speed_metric_observartion
fav_added_witcher_delivery,search_stream_metric_observation
appcall_bx_outgoing_deeplink_call_back,app_calls_metric_observation
di_events_p25,new_performance_metric_observation
forgot_password_count,click_stream_metric_observation
dom_interactive_session_events_p75,web_performance_metric_observation
phone_views_snippet,search_stream_metric_observation
from_session_start_to_c_map,labor_metric_observation
items_closed_by_ttl,sellerx_metric_observation_w_startdate
buyer_commission,delivery_metric_observation
str_widget,str_metric_observation
total_districts_in_searches,geo_searches_metric_observation
processing_on_load_events,web_performance_metric_observation
vas_amount_activation,mnz_vas_metric_observation
traffic_daily.other.messenger_close_clossing_offer_button,click_stream_metric_observation
recshow_btc_u2i,search_stream_metric_observation
search_subscription_list_views,click_stream_metric_observation
fullscreen_photo_galeree_open,click_stream_metric_observation
serverloading_duration,new_performance_metric_observation
performance_events_count_public_profile,app_performance_metric_observation
vas_transactions,mnz_vas_metric_observation
total_blocking_time_duration,web_performance_metric_observation
public_profile_visit_from_fs,click_stream_metric_observation
searches_radius,search_stream_metric_observation
user_interactive_events_p75,web_performance_metric_observation
fav_added_serp_district,search_stream_metric_observation
appcall_sx_incoming_deeplink_call_back_answered,app_calls_metric_observation
secure_connection_duration_events,web_performance_metric_observation
traffic_daily.page_view.search_shop,click_stream_metric_observation
performance_time_to_content_item,app_performance_metric_observation
searches_u2i,search_stream_metric_observation
enter_errors,cookie_account_enter
item_add_category_first_clicks,click_stream_metric_observation
traffic_daily.page_view.user_changeemail,click_stream_metric_observation
deactivated_listers_changed_segment,c2c_core_daily_metric_observation
searches_metro_with_item_view,search_stream_metric_observation
item_views_rec_u2i,search_stream_metric_observation
from_session_start_to_iv_map_p25,labor_metric_observation
dom_interactive_events_p50,web_performance_metric_observation
item_views_from_map,search_stream_metric_observation
total_blocking_time_events_p95,web_performance_metric_observation
searches_contact_serp,search_stream_metric_observation
active_items_with_rating,ratings_metric_observation
ttfb_duration_events,web_performance_metric_observation
location_window_save_clicks,click_stream_metric_observation
searches_map_area_with_item_view,search_stream_metric_observation
vas_amount_x5_1,mnz_vas_metric_observation
delivery_item_view,delivery_metric_observation
from_session_start_to_c_p50,labor_metric_observation
item_no_coordinates,item_geo_metric_observation
sessions_with_query_suggest_click_contact,search_stream_metric_observation
response_duration_events,web_performance_metric_observation
vas_transactions_highlight,mnz_vas_metric_observation
item_views_serp_metro,search_stream_metric_observation
avitopro_vas_transactions,avitopro_tmp_metric_observation
traffic_daily.page_view.shop_about,click_stream_metric_observation
active_items_c2c,c2c_core_daily_metric_observation
serverloading_sessions_p95,new_performance_metric_observation
appcall_messenger_chat_menu_click_phone,app_calls_metric_observation
serverloading_appstart_sessions_p50,new_performance_metric_observation
item_view,str_metric_observation
searches_item_view_serp,search_stream_metric_observation
fav_added_rec_u2i,search_stream_metric_observation
dom_interactive_session_events_p25,web_performance_metric_observation
item_has_district_new,item_geo_metric_observation
location_suggest_clicks,click_stream_metric_observation
subs_transactions_lk,avitopro_tmp_metric_observation
item_views_rec_i2i_vip,search_stream_metric_observation
searches_witcher_new_auto_with_btc,search_stream_metric_observation
tariff_amount_listing_from_package,lf_metric_observation
anonnumber_calls_duration,communications_metric_observation
avitopro_item_deactivate,avitopro_key_actions_observations
answered_proxy_calls_fav,matched_anonymous_calls_metric_observation
seller_favorites_removed,sellerx_metric_observation_w_startdate
item_views_rec_i2i_push,search_stream_metric_observation
favourite_sellers_subscribers_active_new,favourite_sellers_totals
write_button_clicks_shop,search_stream_metric_observation
payment_method_page_services,billing_metric_observation
search_items,ratings_metric_observation
items_edited_address,sellerx_metric_observation_w_startdate
anon_calls_matched_success_itemview,matched_anonymous_calls_metric_observation
items_sold_onavito_from_messenger,messenger_metric_observation
loc_settings_window_displays,click_stream_metric_observation
base_serp_small,search_stream_metric_observation
search_btc_regions,search_stream_metric_observation
content_paint_session_events_p95,web_performance_metric_observation
searches_with_filter,search_stream_metric_observation
item_add_chains_category_first_click,sellerx_metric_observation_w_startdate
geo_redirect_replace,click_stream_metric_observation
from_session_start_to_c_search_nq_p50,labor_metric_observation
appcall_sx_incoming_messenger_call_back_success,app_calls_metric_observation
appcall_sx_incoming_item_gallery,app_calls_metric_observation
tooltip_not_accepts_region,location_changings_metric_observation
btc_serp_noquery,search_stream_metric_observation
serp_without_query_empty,search_stream_metric_observation
new_items_more_3_photo,sellerx_metric_observation_w_startdate
total_delivery_confirm,delivery_metric_observation
performance_exceptions_count_channels,app_performance_metric_observation
location_dialogue_savings_radius,location_changings_metric_observation
contacts_on_rating_3,ratings_metric_observation
vas_amount_xl,mnz_vas_metric_observation
draw_appstart_sessions_p25,new_performance_metric_observation
app_cache_events,web_performance_metric_observation
favourite_sellers_subscriptions_active_new,favourite_sellers_totals
contacts_rec_u2i_vip,search_stream_metric_observation
anon_calls_matched_any_type_map,matched_anonymous_calls_metric_observation
subs_users,b2b_core_daily_metric_observation
vas_amount_net_fast,mnz_vas_metric_observation
prepare_sessions,new_performance_metric_observation
searches_map_area_with_btc,search_stream_metric_observation
traffic_daily.other.user_password_enter_page,click_stream_metric_observation
draw_appstart_sessions_p75,new_performance_metric_observation
buyer_delivery_deals,delivery_metric_observation
searches_query_item_view,search_stream_metric_observation
missed_proxy_calls_rec,matched_anonymous_calls_metric_observation
appcall_bx_outgoing_call_log_callback,app_calls_metric_observation
phone_view_button_clicks,search_stream_metric_observation
payment_method_page_wallet,billing_metric_observation
avitopro_item_edit,avitopro_key_actions_observations
domain_lookup_duration,web_performance_metric_observation
vas_transactions_x10_7,mnz_vas_metric_observation
prepare_session_duration,new_performance_metric_observation
traffic_daily.other.search_subscription_view,click_stream_metric_observation
close_offer_shows,messenger_metric_observation
search_btc_price_sort,search_stream_metric_observation
content_paint_session_duration,web_performance_metric_observation
localloading_sessions_p50,new_performance_metric_observation
from_session_start_to_iv_any_source,labor_metric_observation
public_profile_unique_views,public_profile_metric_observation
item_with_address_string,item_geo_metric_observation
content_paint_session_events_p75,web_performance_metric_observation
item_has_street_reactivated,item_geo_metric_observation
missed_proxy_calls_fav,matched_anonymous_calls_metric_observation
typo_replace,click_stream_metric_observation
performance_measures_count_channels,app_performance_metric_observation
new_listers,c2c_core_daily_metric_observation
searches_road_with_btc,search_stream_metric_observation
btc_views_serp_filter_search,search_stream_metric_observation
fav_added_premium,search_stream_metric_observation
dom_interactive_events_p95,web_performance_metric_observation
contacts_on_rating_5,ratings_metric_observation
fav_added_rec,search_stream_metric_observation
item_views_premium,search_stream_metric_observation
fav_added_serp_metro,search_stream_metric_observation
correct_and_map_searches_and_iv_to_contact,labor_metric_observation
radius_5_searches,geo_searches_metric_observation
tariff_amount_net_base,lf_metric_observation
payment_method_choice_services,billing_metric_observation
items_edited_price,sellerx_metric_observation_w_startdate
appcall_sx_outgoing_deeplink_call_back,app_calls_metric_observation
first_input_delay_events_p25,web_performance_metric_observation
appcall_bx_incoming_call_log_callback_success,app_calls_metric_observation
user_interactive_events_p95,web_performance_metric_observation
wordbreaker_disabled,click_stream_metric_observation
draw_events_p95,new_performance_metric_observation
performance_measures_count_profile_item,app_performance_metric_observation
anonnumber_success_calls_duration,communications_metric_observation
express_cv_started,express_cv_metric_observation
item_views_searches_u2i,search_stream_metric_observation
searches_witcher_new_auto_with_item_view,search_stream_metric_observation
item_edits_photo_add,sellerx_metric_observation_w_startdate
item_views_rec_vip,search_stream_metric_observation
teleport_disabled,click_stream_metric_observation
messenger_total_messeges,messenger_metric_observation
traffic_daily.page_view.favorite_items_view,click_stream_metric_observation
item_views_rec_push,search_stream_metric_observation
item_views_rec_u2i_push,search_stream_metric_observation
items_rejected_wrong_item_type,sellerx_metric_observation_w_startdate
traffic_daily.page_view.item_view,click_stream_metric_observation
buyer_target_clicks_witcher_delivery,search_stream_metric_observation
di_duration_events,new_performance_metric_observation
searches_contact_vas,search_stream_metric_observation
vas_transactions_turbo,mnz_vas_metric_observation
di_appstart_sessions_p75,new_performance_metric_observation
performance_measures_count_channel,app_performance_metric_observation
appcall_sx_incoming_notification_call_back_answered,app_calls_metric_observation
fav_added_serp,search_stream_metric_observation
item_views_shop,search_stream_metric_observation
appcall_messenger_chat_long_answer_click_inapp,app_calls_metric_observation
searches_witcher_new_flats_with_item_view,search_stream_metric_observation
location_changings_suspicious_regions,location_changings_metric_observation
items_edited_description,sellerx_metric_observation_w_startdate
items_rejected,sellerx_metric_observation_w_startdate
items_blocked,sellerx_metric_observation_w_startdate
time_to_dom_ready,web_speed_metric_observartion
prepare_exceptions,new_performance_metric_observation
traffic_daily.page_view.view_promo,click_stream_metric_observation
performance_time_to_content_profile_item,app_performance_metric_observation
page_views_authorized,click_stream_metric_observation
reviews_view_events,avitopro_tmp_metric_observation
di_events_p75,new_performance_metric_observation
serverloading_exceptions,new_performance_metric_observation
helpcenter_article_like_freq,support_metric_observation
traffic_daily.page_view.hc_wizard_open,click_stream_metric_observation
total_metros_in_searches,geo_searches_metric_observation
avitopro_statistics_open,avitopro_key_actions_observations
map_searches_and_iv_to_contact,labor_metric_observation
traffic_daily.other.messenger_chat_show,click_stream_metric_observation
item_views_rec,search_stream_metric_observation
items_add_started,click_stream_metric_observation
ttfb_events,web_performance_metric_observation
filters_screen_shows,click_stream_metric_observation
localloading_sessions_p75,new_performance_metric_observation
prepare_events_p75,new_performance_metric_observation
serverloading_sessions,new_performance_metric_observation
processing_events_p75,web_performance_metric_observation
ad_revenue_predict,ad_metric_observation
contacts_rec_i2i_vip,search_stream_metric_observation
anon_calls_matched_by_phone_fav,matched_anonymous_calls_metric_observation
dom_load_session_events_p50,web_performance_metric_observation
buyer_target_clicks_regions,search_stream_metric_observation
traffic_daily.page_view.comparison_view,click_stream_metric_observation
tariff_amount_single_listing,lf_metric_observation
dom_interactive_session_duration_events,web_performance_metric_observation
vas_amount_net,mnz_vas_metric_observation
appcall_bx_outgoing_call_log_callback_answered,app_calls_metric_observation
favourite_sellers_subscriptions_inactive_old,favourite_sellers_totals
my_items_view_events,avitopro_tmp_metric_observation
searches_witcher_new_flats_with_btc,search_stream_metric_observation
tooltip_opens_city,location_changings_metric_observation
fav_added_rec_vip,search_stream_metric_observation
phone_views_shop,search_stream_metric_observation
clusters,map_stream_metric_observation
items_with_delivery,delivery_metric_observation
items_rejected_wrong_price,sellerx_metric_observation_w_startdate
redirect_duration,web_performance_metric_observation
contacts_rec_i2i_push,search_stream_metric_observation
location_changings_region_region,location_changings_metric_observation
page_views_all,click_stream_metric_observation
dom_interactive_session_duration,web_performance_metric_observation
serverloading_session_duration,new_performance_metric_observation
delivery_flow_beginings,search_stream_metric_observation
searches_price_sort,search_stream_metric_observation
buyer_favouriteseller_delete_from_pp,click_stream_metric_observation
request_events,web_performance_metric_observation
first_input_delay_events_p50,web_performance_metric_observation
seller_contacts,sellerx_metric_observation_w_startdate
map_searches_to_contact_map,map_stream_metric_observation
traffic_daily.other.search_subscription_notifications_delete,click_stream_metric_observation
appcall_bx_incoming_deeplink_call_back,app_calls_metric_observation
vas_amount_x10_1,mnz_vas_metric_observation
di_sessions_p25,new_performance_metric_observation
appcall_sx_incoming_notification_call_back,app_calls_metric_observation
messages_view_events,avitopro_tmp_metric_observation
item_views_from_messenger,messenger_metric_observation
connection_events_p50,web_performance_metric_observation
time_to_first_interactive,web_speed_metric_observartion
traffic_daily.page_view.item_edit,click_stream_metric_observation
helpcenter_article_like_regular,support_metric_observation
item_no_address_string,item_geo_metric_observation
buyer_str_deals,str_metric_observation
traffic_daily.page_view.user_remove,click_stream_metric_observation
helpcenter_article_dislike_popular,support_metric_observation
location_changings_neutral_russia,location_changings_metric_observation
time_to_load_item,web_speed_metric_observartion
localloading_appstart_sessions_p25,new_performance_metric_observation
ttfb_events_p95,web_performance_metric_observation
seller_has_rating_4,ratings_logcat_metric_observation
first_input_delay_events_p95,web_performance_metric_observation
delivery_revenue,delivery_metric_observation
searches_item_view_delivery,search_stream_metric_observation
vas_transactions_x2_1,mnz_vas_metric_observation
district_map_searches,map_stream_metric_observation
seller_delivery_orders_returned,delivery_metric_observation
items_rejected_phone_in_other_profile,sellerx_metric_observation_w_startdate
location_changings_suspicious_city,location_changings_metric_observation
contacts_on_rating_4,ratings_metric_observation
buyer_favouriteseller_delete_from_fs,click_stream_metric_observation
traffic_daily.page_view.item_add,click_stream_metric_observation
item_views_client,search_stream_metric_observation
appcall_messenger_chat_menu_click_inapp,app_calls_metric_observation
item_has_street,item_geo_metric_observation
item_views_rec_u2i_vip,search_stream_metric_observation
init_events,new_performance_metric_observation
draw_session_duration,new_performance_metric_observation
old_first_messages,first_message_metric_observation
dom_content_load_duration_events,web_performance_metric_observation
time_to_load_messenger,web_speed_metric_observartion
from_session_start_to_iv_search_nq_p50,labor_metric_observation
password_restore_request_errors,click_stream_metric_observation
buyer_target_clicks_rec_u2i,search_stream_metric_observation
contacts_rec_u2i_push,search_stream_metric_observation
wallet_amount,billing_metric_observation
