metric_name,metric_id,numerator_observations,denominator_observations,numerator_uniq,denominator_uniq,numerator_threshold,denominator_threshold,date_filter,num_sources,den_sources,sources
sessions_s,18359750024,searches,,"session,participant",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
support_email_tickets_creators,4855750004,ticket_email_created,,participant,,0,0,,support_metric_observation,,support_metric_observation
support_hc_ticket_platform_created,11670250017,ticket_platform_created,,,,0,0,,support_metric_observation,,support_metric_observation
support_ticket_with_changed_problem_rate_platform,55587000021,tickets_problem_changed_platform,ticket_platform_created,,,0,0,,support_metric_observation,support_metric_observation,"support_metric_observation,support_metric_observation"
total_delivery_click,2820500071,total_delivery_click,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
total_delivery_confirm,24480750004,total_delivery_confirm,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
total_str_widget,2820500076,total_str_widget,,,,0,0,,str_metric_observation,,str_metric_observation
typo_replace_users_share,28697000024,typo_replace,searches,participant,participant,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
user_from_session_start_to_c_p25,65722250029,from_session_start_to_c_p25,,participant,,0,0,,labor_metric_observation,,labor_metric_observation
user_help_view_events,6122750068,help_view_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
user_operations_view_events,6122750075,operations_view_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
user_wtc_from_witcher_auto,84578500047,"item_views_witcher_new_auto,searches_from_witcher_new_auto",,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_active_item_more_5_description_word,69347250037,active_items_more_5_description_word,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_bt_click_daily,2120500010,"booking_created_short_rent,first_messages,delivery_order_created,phone_views_total,realty_development_phone_views,favorites_added",,participant,,0,0,,"click_stream_metric_observation,search_stream_metric_observation",,"click_stream_metric_observation,search_stream_metric_observation"
users_item_started_paid,17744500067,items_started_paid,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_item_view_rec_i2i_vas,34018750054,item_views_rec_i2i_vas,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_phone_calls,5363250019,call_phone_screen_views,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
users_phone_calls_client_map,24164500016,"missed_proxy_calls_map,answered_proxy_calls_map",,participant,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
users_saved_searches_added,5843500022,saved_searches_added,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
users_searches_district,33695500092,searches_district,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
vas_amount_net_xl,5080000042,vas_amount_net_xl,,,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
vas_avo_net_activation,5080000063,vas_amount_net_activation,vas_transactions_activation,,,0,0,,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
vas_transactions_start_date,5080000101,vas_transactions,,,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
vas_transactions_vip,5080000104,vas_transactions_vip,,,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
active_items_more_3_photo_total,69347250010,active_items_more_3_photo_total,,,,0,0,,,,
proprofilelist_user_filters,91845500082,proprofilelist_filters,,participant,,0,0,,,,
seller_contacts_total,5434000021,seller_contacts_total,,,,0,0,,,,
sqp_layout_suggest,78449500006,sqp_layout_suggest,,,,0,0,,,,
users_active_item_more_1_photo_total,69347250032,active_items_more_1_photo_total,,participant,,0,0,,,,
account_asd_click_email_asd,6122750001,account_asd_click_email_asd,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
anonnumber_success_talks_dur,9459500007,anonnumber_success_talks_duration,,,,0,0,,communications_metric_observation,,communications_metric_observation
answered_first_messages_ratio,6122750007,answered_first_messages,first_messages,,,0,0,,messenger_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,messenger_metric_observation"
answered_proxy_calls_fav,24164500002,answered_proxy_calls_fav,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
answered_proxy_calls_rec,24164500004,answered_proxy_calls_rec,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
appcall_anon_bx_outgoing_direct_success_ratio,72387750010,"appcall_bx_outgoing_item_gallery_success,anon_calls_matched_success,appcall_bx_outgoing_item_success,appcall_bx_outgoing_messenger_chat_menu_success,appcall_bx_outgoing_messenger_chat_long_answer_success","appcall_bx_outgoing_messenger_chat_long_answer,appcall_bx_outgoing_item,appcall_bx_outgoing_messenger_chat_menu,appcall_bx_outgoing_item_gallery,anon_calls_matched_any_type",,,0,0,,"app_calls_metric_observation,matched_anonymous_calls_metric_observation","app_calls_metric_observation,matched_anonymous_calls_metric_observation","app_calls_metric_observation,matched_anonymous_calls_metric_observation,app_calls_metric_observation,matched_anonymous_calls_metric_observation"
appcall_bx_outgoing,72387750020,"appcall_bx_outgoing_item,appcall_bx_outgoing_call_log_callback,appcall_bx_outgoing_notification_call_back,appcall_bx_outgoing_messenger_call_back,appcall_bx_outgoing_item_gallery,appcall_bx_outgoing_deeplink_call_back,appcall_bx_outgoing_messenger_chat_long_answer,appcall_bx_outgoing_messenger_chat_menu",,,,0,0,,app_calls_metric_observation,,app_calls_metric_observation
appcall_success_per_pv_btn,72387750043,"appcall_bx_outgoing_item_success,appcall_bx_outgoing_item_gallery_success",phone_view_button_clicks,,,0,0,,app_calls_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,app_calls_metric_observation"
bt_clicks_grouped,4584000002,"first_messages,delivery_order_created,favorites_added,phone_views_total,write_button_clicks,realty_development_phone_views,booking_created_short_rent",,"item,participant",,0,0,,"click_stream_metric_observation,search_stream_metric_observation",,"click_stream_metric_observation,search_stream_metric_observation"
btc_s_item_attr_users,6226750004,btc_search_item_attr,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
buyer_commission_net_adj,4921000002,buyer_commission_net_adj,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
buyer_target_clicks_from_map,32068000003,buyer_target_clicks_from_map,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
buyer_target_clicks_from_map_total,55093000005,"buyer_target_clicks_from_map,buyer_target_clicks_serp_map_area",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
buyer_target_clicks_per_searches_shop,86640250001,buyer_target_clicks_shopx,searches_shopx,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
buyer_target_clicks_push,1898250006,buyer_target_clicks_push,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
buyer_target_clicks_rec,1898250008,buyer_target_clicks_rec,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
classified_amount_net_adj,4927250002,"ext_amount_net_adj,vas_amount_net_adj,lf_amount_net_adj,subs_amount_net_adj",,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
contact_sessions_from_map_area,55093000011,contacts_serp_map_area,,"session,participant",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
contacts_from_map_per_pin,55093000013,contacts_from_map,pin_clicks,,,0,0,,search_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,search_stream_metric_observation"
cv_packages_transactions_lk,6122750021,cv_packages_transactions_lk,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
default_loc_tooltip_shows_region,33620750011,tooltip_opens_region,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
delivery_deals,4921000008,delivery_deals,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
delivery_orders_per_flow_begining,1553500002,delivery_order_created,delivery_flow_beginings,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
delivery_view_delivery_click_ratio,2820500029,delivery_click,delivery_item_view,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
extensions_amount_net_adj,4927250011,ext_amount_net_adj,,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
fav_added_delivery_per_search,28301750012,fav_added_delivery,searches_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
fav_added_serp_map_area,55093000021,fav_added_serp_map_area,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
fav_list_contact,13572500002,fav_list_contact,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
favorites_removed,655000003,favorites_removed,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
filters_pr_rubr_users,5363250011,"searches_with_filter,searches_with_price_filter,searches",,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
forgot_password_count,927250001,forgot_password_count,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
helpdesk_delivery_text_tickets_per_order,6450250009,helpdesk_delivery_text_tickets,buyer_delivery_orders_with_pay,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
image_load_p50,89921000019,image_load_events_p50,image_load_events,,,0,0,,image_metric_observation,image_metric_observation,"image_metric_observation,image_metric_observation"
item_add_category_first_clicks,5026000002,item_add_chains_category_first_click,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
item_views_from_messenger,4517250001,item_views_from_messenger,,,,0,0,,messenger_metric_observation,,messenger_metric_observation
item_views_on_rating_4,4873000017,itemviews_on_rating_4,,,,0,0,,ratings_metric_observation,,ratings_metric_observation
item_views_regions_per_search,28301750018,item_views_regions,searches_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
items_500m_from_location,91055500001,item_500m_from_location,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_edited_description,17744500013,items_edited_description,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_edited_photo_add,17744500015,items_edited_photo_add,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_edited_price_start_date,17744500018,items_edited_price,,,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_edited_title_start_date,17744500020,items_edited_title,,,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_view_events,6122750025,items_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
items_with_address_id_reactivated,53780750041,item_with_address_id_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
iv_developer_rec_u2i,93392500001,item_views_developer_rec_u2i,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
iv_developer_search,92834000023,item_views_developer_search,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
iv_from_map_total_per_map_search,55093000032,"item_views_from_map,item_views_serp_map_area",map_searches,,,0,0,,search_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,search_stream_metric_observation"
loc_chng_russia_region,33620750025,location_changings_russia_region,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
map_searches,4578000003,map_searches,,,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
new_items_more_1_photo,69347250020,new_items_more_1_photo,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
packages_view_events,6122750032,packages_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
phone_view_button_clicks_per_item_view_client,17560250003,phone_view_button_clicks,item_views_client,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
regions_level_searches_per_search,46712750005,regions_level_searches,searches,,,0,0,,geo_searches_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,geo_searches_metric_observation"
s_btc_per_s_noquery,4629750003,search_btc_noquery,searches_without_query_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
s_witcher_auto_with_c,84578500016,searches_witcher_new_auto_with_contact,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
saved_searches,55093000044,searches_saved,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
search_redirect_suggest_users_share,28697000016,search_redirect_suggest,searches,participant,participant,0,0,,,search_stream_metric_observation,search_stream_metric_observation
searches_extra_delivery,34255750005,searches_extra_delivery,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
searches_witcher_del_with_iv_per_witcher_del,80610750042,searches_witcher_delivery_with_item_view,searches_witcher_delivery,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
sellers_edited_address,53780750053,items_edited_address,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
sellers_with_rating_5,4873000034,seller_has_rating_5,,,,0,0,,ratings_logcat_metric_observation,,ratings_logcat_metric_observation
serp_wq_empty_per_s_wq,5211500003,serp_with_query_empty,searches_with_query,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
sess_c_map_per_sess_pin,55093000051,contacts_from_map,pin_clicks,"session,participant","participant,session",0,0,,search_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,search_stream_metric_observation"
sess_map_area_per_sess_map,55093000056,searches_map_area,map_searches,"participant,session","session,participant",0,0,,search_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,search_stream_metric_observation"
sessions_c_r_per_r,4873000056,contacts_rec,recblock_shows,"session,participant","participant,session",0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
sessions_c_r_u2i,4873000057,contacts_rec_u2i,,"participant,session",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
share_suggest_users_to_users_with_search,4873000088,search_suggest_clicks,session_searches_with_uniq_query,participant,participant,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
sqp_layout_replace_to_searches,78449500004,sqp_layout_replace,searches,,,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
sub_view_events,6122750042,sub_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
support_email_wizard_tickets_creators,4855750006,"ticket_email_created,ticket_wizard_created",,participant,,0,0,,support_metric_observation,,support_metric_observation
support_helpcenter_article_views_popular,55587000019,article_views_popular,,,,0,0,,support_metric_observation,,support_metric_observation
transport_main_pages,1898250080,transport_main_pages,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
user_favorite_items_view_events,6122750064,favorite_items_view_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
user_from_session_start_to_iv_p99_per_user_iv_search,65722250044,from_session_start_to_iv_p99,item_views_search_item_attr,participant,participant,0,0,,labor_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,labor_metric_observation"
user_interactive_percent_p50,74850250017,user_interactive_events_p50,user_interactive_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
user_iv_teaser,92834000041,item_views_teaser,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
user_phone_views_with_shop_id,83608750011,phone_views_shop,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
user_search_1_plus_loc_per_user_search,80719750009,locations_in_searches,searches,participant,participant,1,0,,geo_searches_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,geo_searches_metric_observation"
users_1plus_actions,80719750011,"booking_created_short_rent,favorites_added,phone_views_total,searches_with_query,first_messages,realty_development_phone_views,delivery_order_created,searches_without_query,delivery_flow_beginings,item_views",,participant,,1,0,,"click_stream_metric_observation,search_stream_metric_observation",,"click_stream_metric_observation,search_stream_metric_observation"
users_active_item_more_1_photo,69347250031,active_items_more_1_photo,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_all_main_page_daily,1898250082,"services_main_pages,head_main_pages,transport_main_pages,re_main_pages",,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
users_buyer_target_click_from_map_area,55093000071,buyer_target_clicks_serp_map_area,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_contacts_rec_u2i_per_users_item_views_rec_u2i,3777500004,contacts_rec_u2i,item_views_rec_u2i,participant,participant,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
users_contacts_serp_metro,33695500078,contacts_serp_metro,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_item_blocked_user_blocked,17744500048,items_blocked_user_blocked,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_item_blocked_user_blocked_start_date,17866500002,items_blocked_user_blocked,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
vas_amount_activation,5080000022,vas_amount_activation,,,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
vas_amount_net_pushup_start_date,5080000037,vas_amount_net_pushup,,,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
vas_avo_net_turbo,5080000074,vas_amount_net_turbo,vas_transactions_turbo,,,0,0,,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
vas_transactions_premium_start_date,5080000098,vas_transactions_premium,,,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
active_items_more_10_photo_total,69347250006,active_items_more_10_photo_total,,,,0,0,,,,
bt_clicks_rec_i2i_premium,34018750001,bt_clicks_rec_i2i_premium,,,,0,0,,,,
item_add_success_per_lf_show_block,3115500001,final_page_events,lf_block_show_events,,,0,0,,,,
items_allowed_total_start_date,5434000011,items_allowed_total,,,,0,0,start,,,
items_category_changed_by_moderator_total,11655250005,items_category_changed_by_moderator_total,,,,0,0,,,,
account_asd_click_order_call,6122750004,account_asd_click_order_call,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
ancalls_both_types_fav,17884750007,anon_calls_matched_both_types_fav,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
answered_proxy_calls_map,24164500003,answered_proxy_calls_map,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
app_cache_duration,38793750001,app_cache_duration,app_cache_duration_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
appcall_bx_outgoing_success,72387750031,"appcall_bx_outgoing_notification_call_back_success,appcall_bx_outgoing_deeplink_call_back_success,appcall_bx_outgoing_item_success,appcall_bx_outgoing_item_gallery_success,appcall_bx_outgoing_call_log_callback_success,appcall_bx_outgoing_messenger_call_back_success,appcall_bx_outgoing_messenger_chat_long_answer_success,appcall_bx_outgoing_messenger_chat_menu_success",,,,0,0,,app_calls_metric_observation,,app_calls_metric_observation
booking_created_short_rent,2203750001,booking_created_short_rent,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
btc_developer_map,92834000002,buyer_target_clicks_developer_from_map,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
btc_from_map_per_map_search_area,55093000001,buyer_target_clicks_serp_map_area,searches_map_area,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
btc_from_search_filter_any,82874000001,"btc_views_serp_price_filter_search,btc_views_serp_filter_search",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
buyer_delivery_canceled_ratio,4921000003,buyer_delivery_orders_canceled,buyer_delivery_orders_with_pay,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
c_developer_search,92834000013,contacts_developer_search,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
c_from_witcher_regions,80610750011,contacts_witcher_regions,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
call_phones_per_phone_views,5363250002,call_phone_screen_views,phone_views_total,,,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
calls_fav,24164500006,"missed_proxy_calls_fav,answered_proxy_calls_fav",,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
city_level_search_per_search,46712750001,"city_level_searches,federal_city_level_searches",searches,,,0,0,,geo_searches_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,geo_searches_metric_observation"
contacts_any_ext_block_per_any_ext_block,74403750002,"contacts_delivery,contacts_regions","searches_serp_extra_delivery,searches_serp_extra_regions",,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
contacts_serp,1898250027,contacts_serp,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
contacts_total_vas_per_contacts,45402750001,"first_messages_vas,delivery_order_created_vas,booking_created_short_rent_vas,phone_views_total_vas","phone_views_total,first_messages,realty_development_phone_views,booking_created_short_rent,delivery_order_created",,,0,0,,search_stream_metric_observation,"click_stream_metric_observation,search_stream_metric_observation","click_stream_metric_observation,search_stream_metric_observation,search_stream_metric_observation"
deactivated_listers_involuntary,3336250006,deactivated_listers_involuntary,,,,0,0,,c2c_core_daily_metric_observation,,c2c_core_daily_metric_observation
default_loc_tooltip_accepts_per_shows,18359750002,tooltip_accepts,tooltip_opens,,,0,0,,location_changings_metric_observation,location_changings_metric_observation,"location_changings_metric_observation,location_changings_metric_observation"
delivery_amount_net_adj,5080000004,delivery_amount_net_adj,,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
delivery_item_view,2820500022,delivery_item_view,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
dom_completion_percent_p95,38793750016,dom_completion_events_p95,dom_completion_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
draw_appstart_session_percent_p50,76203750003,draw_appstart_sessions_p50,draw_appstart_sessions,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
draw_percent_p50,25067250006,draw_events_p50,draw_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
draw_percent_p95,35712250002,draw_events_p95,draw_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
express_cv_views,3124500007,express_cv_views,,,,0,0,,express_cv_metric_observation,,express_cv_metric_observation
fav_added_rec_i2i_premium,34018750025,fav_added_rec_i2i_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
favouriteseller_notifications_ons,5843500006,buyer_favouriteseller_notifications_on,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
first_mess_per_write_button_clicks_new,48023500006,new_first_messages,write_button_clicks,,,0,0,,first_message_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,first_message_metric_observation"
helpdesk_seller_tickets,5026000001,helpdesk_seller_tickets,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
item_views_delivery_per_search,28301750016,item_views_delivery,searches_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
item_views_rec_u2i,2851750002,item_views_rec_u2i,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
item_views_serp_similar,63666250001,item_views_grouped,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
items_20m_from_location,53780750016,item_20m_from_location,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_edited_address,53780750021,items_edited_address,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_edited_photo_add_start_date,17744500016,items_edited_photo_add,,,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_no_city,78135500001,item_no_city,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_no_city_new,78135500002,item_no_city_new,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_no_city_new_per_new,78135500003,item_no_city_new,items_started,,,0,0,,item_geo_metric_observation,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,item_geo_metric_observation"
items_no_city_reactivated,78135500004,item_no_city_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_rejected_wrong_cat,17744500034,items_rejected_wrong_cat,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_rejected_wrong_price_start_date,17744500039,items_rejected_wrong_price,,,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_with_address_string_reactivated_per_react,53780750047,item_with_address_string_reactivated,items_reactivated,,,0,0,,item_geo_metric_observation,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,item_geo_metric_observation"
items_with_district_100m_from_location_reactivated_per_react,91055500010,item_has_district_100m_from_location_reactivated,items_reactivated,,,0,0,,item_geo_metric_observation,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,item_geo_metric_observation"
items_with_district_500m_from_location_new_per_new,91055500013,item_has_district_500m_from_location_new,items_started,,,0,0,,item_geo_metric_observation,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,item_geo_metric_observation"
items_with_district_500m_from_location_reactivated,91055500014,item_has_district_500m_from_location_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_with_district_new_per_new,78135500018,item_has_district_new,items_started,,,0,0,,item_geo_metric_observation,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,item_geo_metric_observation"
items_with_marginal_address_new,78135500022,item_has_marginal_address_new,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
lf_revenue_single,3115500004,lf_amount_single_listing,,,,0,0,,lf_metric_observation,,lf_metric_observation
operations_view_events,6122750031,operations_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
payment_method_page_services,5268500002,payment_method_page_services,,,,0,0,,billing_metric_observation,,billing_metric_observation
prepare_session_duration,31579000008,prepare_session_duration,prepare_session_duration_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
proprofile_c_per_ppv,91845500008,proprofile_first_searches_to_contact,proprofile_first_searches,,,0,0,,proprofile_metric_observation,proprofile_metric_observation,"proprofile_metric_observation,proprofile_metric_observation"
proprofile_ppv_to_ppc,91845500028,proprofile_first_searches_to_proprofilecontact,,,,0,0,,proprofile_metric_observation,,proprofile_metric_observation
proprofile_user_c,91845500039,proprofile_contacts,,participant,,0,0,,proprofile_metric_observation,,proprofile_metric_observation
radius_0_searches,43191000005,radius_0_searches,,,,0,0,,geo_searches_metric_observation,,geo_searches_metric_observation
redirect_percent_p75,38793750051,redirect_events_p75,redirect_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
request_percent_p95,38793750057,request_events_p95,request_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
response_percent_p75,38793750066,response_events_p75,response_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
s_witcher_any_with_c,80610750023,"searches_witcher_new_flats_with_contact,searches_witcher_new_auto_with_contact,searches_witcher_delivery_with_contact,searches_witcher_regions_with_contact",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
