metric_name,metric_id,numerator_observations,denominator_observations,numerator_uniq,denominator_uniq,numerator_threshold,denominator_threshold,date_filter,num_sources,den_sources,sources
appcall_success_per_pv_btn_user,72387750044,"appcall_bx_outgoing_item_success,appcall_bx_outgoing_item_gallery_success",phone_view_button_clicks,participant,participant,0,0,,app_calls_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,app_calls_metric_observation"
avg_item_address_length,53780750001,item_address_length,item_with_address_string,,,0,0,,item_geo_metric_observation,item_geo_metric_observation,"item_geo_metric_observation,item_geo_metric_observation"
btc_from_witcher_new_flats_per_witcher_new_flats,84578500004,buyer_target_clicks_witcher_new_flats,searches_witcher_new_flats,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
buyer_favouriteseller_add_from_shop,12721250003,buyer_favouriteseller_add_from_shop,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
classified_price_net_adj,4927250005,"ext_amount_net_adj,vas_amount_net_adj,lf_amount_net_adj,subs_amount_net_adj","vas_transactions,subs_transactions,ext_transactions,lf_transactions",,,0,0,,b2b_core_daily_metric_observation,"b2b_core_daily_metric_observation,mnz_vas_metric_observation","b2b_core_daily_metric_observation,mnz_vas_metric_observation,b2b_core_daily_metric_observation"
classified_transactions_per_user,4927250007,"lf_transactions,vas_transactions,ext_transactions,subs_transactions","subs_users,vas_users,ext_users,lf_users",,,0,0,,"b2b_core_daily_metric_observation,mnz_vas_metric_observation",b2b_core_daily_metric_observation,"b2b_core_daily_metric_observation,b2b_core_daily_metric_observation,mnz_vas_metric_observation"
contacts_delivery,28301750005,contacts_delivery,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
contacts_on_rating_share,74850250007,"contacts_on_rating_5,contacts_on_rating_3,contacts_on_rating_4,contacts_on_rating_1,contacts_on_rating_2",contacts,,,0,0,,ratings_metric_observation,,ratings_metric_observation
content_paint_session_percent_p75,42205500003,content_paint_session_events_p75,content_paint_session_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
delivery_category_deals,4921000006,delivery_category_deals,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
delivery_revenue_per_deal,6450250002,delivery_revenue,buyer_delivery_deals,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
delivery_total_widget_contact_ratio,2820500028,total_delivery_contact,total_delivery_widget,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
domofond_amount_net_adj,4927250010,domofond_amount_net_adj,,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
draw_percent_exceptions,25067250004,draw_exceptions,"draw_exceptions,draw_events",,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
enter_start,69868500001,enter_start,,,,0,0,,cookie_account_enter,,cookie_account_enter
extensions_transactions,4927250014,ext_transactions,,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
fav_added_rec_vip,34018750036,fav_added_rec_vip,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
image_draw_appstart_p25,89921000004,image_draw_appstart_events_p25,image_draw_appstart_events,,,0,0,,image_metric_observation,image_metric_observation,"image_metric_observation,image_metric_observation"
image_load_exceptions,89921000016,image_load_exceptions,,,,0,0,,image_metric_observation,,image_metric_observation
item_views_rec_vas_per_item_views_rec,47079750006,item_views_rec_vas,item_views_rec,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
item_views_rec_vip,34018750048,item_views_rec_vip,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
item_views_serp_district,33695500021,item_views_serp_district,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
item_views_serp_radius,33695500025,item_views_serp_radius,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
items_100m_from_location,53780750006,item_100m_from_location,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_200_plus_km_from_location_new,53780750012,item_200_plus_km_from_location_new,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_20m_from_location_reactivated,53780750019,item_20m_from_location_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_closed_with_answer,4053000006,items_closed_with_answer,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_reactivated_net,2732500003,items_reactivated_net,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_rejected_contacts_on_photo,17744500026,items_rejected_contacts_on_photo,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
iv_sessions_from_map,32068000012,item_views_from_map,,"participant,session",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
lf_transactions,3115500005,lf_transactions,,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
loc_bad_chng_sessions,18359750009,location_changings_bad,,"session,participant",,0,0,,location_changings_metric_observation,,location_changings_metric_observation
loc_detailed_chng,18359750015,location_changings_detailed,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
localloading_percent_p75,25067250016,localloading_events_p75,localloading_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
map_nav_actions_per_map,82874000009,"clusters,zooms,my_locs,scrolls",map_searches,,,0,0,,map_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,map_stream_metric_observation"
map_sessions_3plus_maps,76339250018,map_searches,,"participant,session",,3,0,,map_stream_metric_observation,,map_stream_metric_observation
messages_view_events,6122750028,messages_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
multiloc_sess_per_sess_search,45749250006,locations_in_searches,searches,"session,participant","participant,session",2,0,,geo_searches_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,geo_searches_metric_observation"
phone_views,231500002,"phone_views_item_top,phone_views_item_right",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
proprofile_iv_inw1,91845500015,proprofile_ivs_inwindow1,,,,0,0,,proprofile_metric_observation,,proprofile_metric_observation
proprofile_user_c_per_o,91845500043,proprofile_contacts_inproprofile,proprofile_opens,participant,participant,0,0,,proprofile_metric_observation,proprofile_metric_observation,"proprofile_metric_observation,proprofile_metric_observation"
proprofilelist_user_s_ctg,91845500084,proprofilelist_searches_w_category,,participant,,0,0,,proprofile_metric_observation,,proprofile_metric_observation
proprofilelist_user_s_q,91845500086,proprofilelist_searches_w_query,,participant,,0,0,,proprofile_metric_observation,,proprofile_metric_observation
reviews_list_open,5928500005,reviews_list_open,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
s_witcher_reg_with_iv,80610750030,searches_witcher_regions_with_item_view,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
search_redirect_replace_to_searches,28697000013,search_redirect_replace,searches,,,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
searches_contact_per_search,7882750001,searches_contact_serp,searches,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
searches_district_with_item_view_per_search_district,33695500036,searches_district_with_item_view,searches_district,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
searches_from_witcher_new_flats_per_witcher_new_flats,84578500024,searches_from_witcher_new_flats,searches_witcher_new_flats,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
searches_radius_with_item_view,33695500053,searches_radius_with_item_view,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
searches_road_per_search,33695500056,searches_road,searches,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
searches_u2i_btc,34568000008,searches_u2i_btc,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
searches_with_price_filter,82874000016,searches_with_price_filter,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
secure_connection_percent_p75,38793750071,secure_connection_events_p75,secure_connection_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
sess_btc_map_per_sess_map,32068000024,buyer_target_clicks_from_map,map_searches,"participant,session","session,participant",0,0,,search_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,search_stream_metric_observation"
sess_c_pro_image,92498250005,contact_pro_image,,"session,participant",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
sqp_wordbreaker_digit_replace_to_searches,78449500014,sqp_wordbreaker_digit_replace,searches,,,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
support_hc_article_like_popular,55587000009,helpcenter_article_like_popular,,,,0,0,,support_metric_observation,,support_metric_observation
teleport_suggest_users_share,28697000022,teleport_suggest,searches,participant,participant,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
user_account_asd_click_email_support,6122750049,account_asd_click_email_support,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
user_avitopro_lf,6122750055,avitopro_lf_amount,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
user_btc_pro_image,92498250007,btc_pro_image,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
user_cv_packages_transactions_all,6122750062,cv_packages_transactions_all,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
user_domoteka_preview_clicks_per_users_iv,56636500004,domoteka_preview_clicks,item_views,participant,participant,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
user_from_session_start_to_iv_p50,65722250039,from_session_start_to_iv_p50,,participant,,0,0,,labor_metric_observation,,labor_metric_observation
user_iv_good_teaser,92834000040,item_views_good_teaser,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
user_password_restore_attempt,69868500014,"restore_success,restore_errors",,participant,,0,0,,cookie_account_enter,,cookie_account_enter
user_searches_shop_with_contact,86640250035,searches_shopx_with_contact,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_ancalls_by_time,17884750034,anon_calls_matched_by_time,,participant,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
users_buyer_target_click_rec_daily,1898250083,buyer_target_clicks_rec,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_item_add_created,11655250019,item_add_chains_item_create,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_item_blocked,4584000012,items_blocked,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_item_edit_description_start_date,17866500003,item_edits_description,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_item_views_search_filter_any,82874000018,"item_views_serp_price_filter_search,item_views_serp_filter_search",,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_pv_button_clicks,6379750011,phone_view_button_clicks,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_re_main_page_daily,1898250091,re_main_pages,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
vas_avo_net_start_date,5080000073,vas_amount_net,vas_transactions,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
vas_avo_premium_start_date,5080000081,vas_amount_premium,vas_transactions_premium,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
vas_avo_vip,5080000087,vas_amount_vip,vas_transactions_vip,,,0,0,,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
bt_clicks_rec_i2i_push,34018750002,bt_clicks_rec_i2i_push,,,,0,0,,,,
bt_clicks_rec_u2i_premium,34018750007,bt_clicks_rec_u2i_premium,,,,0,0,,,,
buyer_favouriteseller_delete_from_subscriptions_list,12721250010,buyer_favouriteseller_delete_from_subscriptions_list,,,,0,0,,,,
searches_shop_small,86640250012,searches_shopx_small,,,,0,0,,,,
seller_favorites_removed_total,5434000025,seller_favorites_removed_total,,,,0,0,,,,
active_items_more_1_photo,69347250007,active_items_more_1_photo,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
ad_click_sessions_per_show,6226750002,ad_clicks,"ad_head_mp,ad_searches,ad_item_views,ad_vertical_mp","session,participant","participant,session",0,0,,ad_metric_observation,ad_metric_observation,"ad_metric_observation,ad_metric_observation"
address_item_page_clicks_per_iv,61412250002,address_item_page_clicks,item_views,,,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
app_cache_percent_p25,38793750002,app_cache_events_p25,app_cache_events,,,0,0,,,web_performance_metric_observation,web_performance_metric_observation
appcall_anon_bx_outgoing_itemview,72387750011,"anon_calls_matched_any_type_itemview,appcall_bx_outgoing_item_gallery,appcall_bx_outgoing_item",,,,0,0,,"app_calls_metric_observation,matched_anonymous_calls_metric_observation",,"app_calls_metric_observation,matched_anonymous_calls_metric_observation"
appcall_click_phone,72387750036,"appcall_item_gallery_click_phone,appcall_messenger_chat_menu_click_phone,appcall_messenger_chat_long_answer_click_phone,appcall_item_click_phone",,,,0,0,,app_calls_metric_observation,,app_calls_metric_observation
appcall_per_pv_btn,72387750038,"appcall_bx_outgoing_item_gallery,appcall_bx_outgoing_item",phone_view_button_clicks,,,0,0,,app_calls_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,app_calls_metric_observation"
avitopro_item_delete,20520500008,avitopro_item_delete,,participant,,0,0,,avitopro_key_actions_observations,,avitopro_key_actions_observations
buyer_str_bookings_paid,2820500014,buyer_str_bookings_paid,,,,0,0,,str_metric_observation,,str_metric_observation
buyer_target_clicks_rec_i2i,2963250001,buyer_target_clicks_rec_i2i,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
buyer_target_clicks_regions_per_search,28301750004,buyer_target_clicks_regions,searches_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
cities_in_search,45749250001,cities_in_searches,,,,0,0,,geo_searches_metric_observation,,geo_searches_metric_observation
click_banner_download_app,90964000001,click_banner_download_app,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
contacts,1277000002,"realty_development_phone_views,booking_created_short_rent,phone_views_total,delivery_order_created,first_messages",,,,0,0,,"click_stream_metric_observation,search_stream_metric_observation",,"click_stream_metric_observation,search_stream_metric_observation"
contacts_push_per_item_views_push,1898250022,contacts_push,item_views_push,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
content_paint_session_percent_p95,42205500004,content_paint_session_events_p95,content_paint_session_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
default_loc_tooltip_russia_share,33620750009,tooltip_opens_russia,tooltip_opens,,,0,0,,location_changings_metric_observation,location_changings_metric_observation,"location_changings_metric_observation,location_changings_metric_observation"
delivery_orders_created_grouped,4584000003,delivery_order_created,,"item,participant",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
di_percent_p95,35712250001,di_events_p95,di_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
dom_load_session_percent_p95,39889250010,dom_load_session_events_p95,dom_load_session_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
errors_map,78899250001,errors_on_map,,,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
express_cv_form_open_item_add_conversion,3124500004,express_cv_started,express_cv_form_open,,,0,0,,express_cv_metric_observation,express_cv_metric_observation,"express_cv_metric_observation,express_cv_metric_observation"
fav_added_serp_road,33695500020,fav_added_serp_road,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
favorite_search_view_events,6122750023,favorite_search_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
favouriteseller_activities,5843500002,"buyer_favouriteseller_notifications_on,user_favouritesellers_open,buyer_favouriteseller_notifications_off,buyer_favouriteseller_add,buyer_favouriteseller_delete",,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
first_input_delay_percent_p75,74850250011,first_input_delay_events_p75,first_input_delay_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
item_chains_started,4053000001,item_chains_started,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
item_views_rec_i2i_vas_per_item_views_rec_i2i,47079750004,item_views_rec_i2i_vas,item_views_rec_i2i,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
items_rejected_year_of_issue,17744500042,items_rejected_year_of_issue,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_started_net,2732500007,items_started_net,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
items_with_building,78135500006,item_has_building,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_with_city_reactivated,78135500014,item_has_city_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
items_with_metro_500m_from_location_new_per_new,91055500023,item_has_metro_500m_from_location_new,items_started,,,0,0,,item_geo_metric_observation,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,item_geo_metric_observation"
items_with_street_100m_from_location_reactivated,91055500029,item_has_street_100m_from_location_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
lf_arpu_net_adj,4927250030,lf_amount_net_adj,active_listers,,,0,0,,b2b_core_daily_metric_observation,c2c_core_daily_metric_observation,"c2c_core_daily_metric_observation,b2b_core_daily_metric_observation"
loc_chng_bad_region,33620750014,location_changings_bad_regions,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
loc_chng_suspicious_russia,33620750028,location_changings_suspicious_russia,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
map_search_to_btc_map,76339250015,map_searches_to_btc_map,buyer_target_clicks_from_map,,participant,0,0,,map_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,map_stream_metric_observation"
map_sessions_1plus_maps_per_sess_map,80719750002,map_searches,map_searches,"session,participant","participant,session",1,0,,map_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,map_stream_metric_observation"
map_users_2plus_maps,76371500002,map_searches,,participant,,2,0,,map_stream_metric_observation,,map_stream_metric_observation
messenger_text_messages,11112250002,messenger_text_messages,,,,0,0,,messenger_metric_observation,,messenger_metric_observation
noncapital_city_level_search_per_search,77149250005,noncapital_city_level_searches,searches,,,0,0,,geo_searches_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,geo_searches_metric_observation"
password_restore_request_errors,927250005,password_restore_request_errors,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
phone_views_total_premium,34217500008,phone_views_total_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
phone_views_total_vip,34217500011,phone_views_total_vip,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
pin_clickers,4578000007,pin_clicks,,participant,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
pin_clicks_sessions,32068000022,pin_clicks,,"participant,session",,0,0,,map_stream_metric_observation,,map_stream_metric_observation
processing_on_load_percent_p95,38793750043,processing_on_load_events_p95,processing_on_load_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
proprofile_s_f_per_s,91845500033,"proprofile_searches_w_datefrom,proprofile_searches_w_intitle,proprofile_searches_w_dateto,proprofile_searches_w_metro,proprofile_searches_w_district,proprofile_searches_w_maxprice,proprofile_searches_w_minprice,proprofile_searches_w_sellertype,proprofile_searches_w_image",proprofile_searches,,,0,0,,proprofile_metric_observation,proprofile_metric_observation,"proprofile_metric_observation,proprofile_metric_observation"
proprofile_s_q_per_s,91845500035,proprofilelist_searches_w_query,proprofile_searches,,,0,0,,proprofile_metric_observation,proprofile_metric_observation,"proprofile_metric_observation,proprofile_metric_observation"
proprofile_s_to_iv,91845500037,proprofile_searches_to_iv,,,,0,0,,proprofile_metric_observation,,proprofile_metric_observation
redirect_percent_p95,38793750052,redirect_events_p95,redirect_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
request_percent_p75,38793750056,request_events_p75,request_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
response_percent_p95,38793750067,response_events_p95,response_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
russia_level_searches,43547500010,russia_level_searches,,,,0,0,,geo_searches_metric_observation,,geo_searches_metric_observation
s_price_sort_per_s,4688500003,searches_price_sort,searches,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
search_redirect_replace,4927250045,search_redirect_replace,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
searches_witcher_reg_with_btc_per_witcher_reg,80610750045,searches_witcher_regions_with_btc,searches_witcher_regions,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
searches_with_shop_id,83608750006,searches_shop,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
secure_connection_percent_p50,38793750070,secure_connection_events_p50,secure_connection_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
serp_noq_empty_per_s_noq,5211500001,serp_without_query_empty,searches_without_query,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
services_main_pages,1898250076,services_main_pages,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
sess_metro,33695500063,searches_metro,,"participant,session",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
sessions_btc_r_i2i,4873000039,buyer_target_clicks_rec_i2i,,"participant,session",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
sessions_c_s_per_s,4873000067,contacts_serp,searches,"session,participant","session,participant",0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
sessions_iv_r_u2i_per_r_u2i,4873000078,item_views_rec_u2i,recblock_shows_u2i,"participant,session","session,participant",0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
shows_contact_recblock,1898250077,shows_contact_recblock,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
sqp_layout_replace_ctr_disable,78449500003,sqp_layout_disabled,sqp_layout_replace,,,0,0,,click_stream_metric_observation,click_stream_metric_observation,"click_stream_metric_observation,click_stream_metric_observation"
tariff_users_single_revenue_net,38264750017,tariff_amount_net_single_listing,,,,0,0,,lf_metric_observation,,lf_metric_observation
teleport_replace_ctr_disable,4927250061,teleport_disabled,teleport_replace,,,0,0,,click_stream_metric_observation,click_stream_metric_observation,"click_stream_metric_observation,click_stream_metric_observation"
user_avitopro_landing_view_events,6122750054,avitopro_landing_view_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
user_enter_start,69868500010,enter_start,,participant,,0,0,,cookie_account_enter,,cookie_account_enter
user_from_session_start_to_c_any_source_p75,93392500004,from_session_start_to_c_any_source_p75,,participant,,0,0,,labor_metric_observation,,labor_metric_observation
user_s_from_witcher_flats,84578500040,searches_from_witcher_new_auto,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
user_witcher_auto,84578500041,searches_witcher_new_auto,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_contacts_serp_road,33695500082,contacts_serp_road,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
users_default_loc_tooltip,18359750025,tooltip_opens,,participant,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
users_favouriteseller_notifications_on,5843500020,buyer_favouriteseller_notifications_on,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
users_item_edit_start_by_src,5026000027,item_edit_starts_by_src,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_item_rejected_wrong_cat,17744500061,items_rejected_wrong_cat,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_item_rejected_wrong_price,17744500063,items_rejected_wrong_price,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
users_loc_chng,18359750030,location_changings,,participant,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
users_saved_searches_list_view,5843500024,search_subscription_list_views,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
users_services_main_page_daily,1898250092,services_main_pages,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
users_vas_pushup,5080000013,vas_amount_net_pushup,,participant,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
vas_amount_net_activation,5080000028,vas_amount_net_activation,,,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
vas_avo_start_date,5080000084,vas_amount,vas_transactions,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
vas_paying_users_ratio,4927250073,vas_users,active_listers,,,0,0,,b2b_core_daily_metric_observation,c2c_core_daily_metric_observation,"c2c_core_daily_metric_observation,b2b_core_daily_metric_observation"
helpdesk_delivery_voice_claim_tickets,6450250016,helpdesk_delivery_voice_claim_tickets,,,,0,0,,,,
search_redirect_suggest,4927250047,search_redirect_suggest,,,,0,0,,,,
seller_favorites_added_total,5434000024,seller_favorites_added_total,,,,0,0,,,,
users_item_rejected_total,5434000040,items_rejected_total,,participant,,0,0,,,,
all_main_pages,1898250001,"services_main_pages,re_main_pages,head_main_pages,transport_main_pages",,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
ancalls_both_types,17884750006,anon_calls_matched_both_types,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
ancalls_by_phone_uid,17884750016,anon_calls_matched_by_phone_and_user,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
anonnumber_call_dur_per_call,5906250001,anonnumber_calls_duration,anonnumber_calls,,,0,0,,communications_metric_observation,communications_metric_observation,"communications_metric_observation,communications_metric_observation"
buyer_target_clicks_delivery,28301750001,buyer_target_clicks_delivery,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
buyer_target_clicks_rec_u2i,2963250002,buyer_target_clicks_rec_u2i,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
contacts_serp_map_area,55093000015,contacts_serp_map_area,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
daily_active_authorized_users,5617500003,page_views_authorized,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
dom_interactive_percent_p50,38793750024,dom_interactive_events_p50,dom_interactive_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
draw_percent_p25,25067250005,draw_events_p25,draw_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
draw_percent_p75,25067250007,draw_events_p75,draw_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
