,metric_name,metric_id,numerator_observations,denominator_observations,numerator_uniq,denominator_uniq,numerator_threshold,denominator_threshold,date_filter,num_sources,den_sources,sources
1363,users_btc_serp_road_per_users_road,33695500070,buyer_target_clicks_serp_road,searches_road,participant,participant,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1364,users_buyer_target_click_rec_daily_vas,34018750049,buyer_target_clicks_rec_vas,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1365,users_contact_rec_i2i_vas,34018750051,contacts_rec_i2i_vas,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1366,users_contacts_serp_metro_per_users_metro,33695500079,contacts_serp_metro,searches_metro,participant,participant,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1367,users_fav_from_map_area,55093000072,fav_added_serp_map_area,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1368,users_item_edited_by_src,5026000028,item_edits_by_src,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1369,users_item_reactivated_paid,17744500054,items_reactivated_paid,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1370,users_item_rejected_pricelist,17744500060,items_rejected_pricelist,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1371,users_item_rejected_wrong_item_type_start_date,17866500013,items_rejected_wrong_item_type,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1372,users_item_rejected_wrong_price_start_date,17866500014,items_rejected_wrong_price,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1373,users_item_view_search_u2i,34568000010,item_views_searches_u2i,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1374,users_phone_calls_client_fav,24164500015,"answered_proxy_calls_fav,missed_proxy_calls_fav",,participant,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
1375,users_searches_road,33695500100,searches_road,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1376,users_vas_turbo_start_date,5080000016,vas_amount_net_turbo,,participant,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
1377,vas_amount_net_highlight,5080000032,vas_amount_net_highlight,,,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
1378,vas_amount_net_highlight_start_date,5080000033,vas_amount_net_highlight,,,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
1379,vas_avo_net_activation_start_date,5080000064,vas_amount_net_activation,vas_transactions_activation,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
1380,vas_avo_net_fast,5080000065,vas_amount_net_fast,vas_transactions_fast,,,0,0,,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
1381,vas_avo_pushup_start_date,5080000083,vas_amount_pushup,vas_transactions_pushup,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
1382,vas_transactions_highlight_start_date,5080000096,vas_transactions_highlight,,,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
1383,seller_favorites_added_start_date_total,5434000023,seller_favorites_added_total,,,,0,0,start,,,
1384,typo_suggest_ctr_disable,4927250069,typo_suggest_disabled,typo_suggest,,,0,0,,,,
1385,active_buyers_with_fs_subscriptions,4933500001,"favourite_sellers_subscriptions_active_new,favourite_sellers_subscriptions_active_old",,participant,,0,0,,favourite_sellers_totals,,favourite_sellers_totals
1386,ancalls_by_phone_serp,17884750015,anon_calls_matched_by_phone_serp,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
1387,anonnumber_talk_dur_per_call,5906250014,anonnumber_talks_duration,anonnumber_calls,,,0,0,,communications_metric_observation,communications_metric_observation,"communications_metric_observation,communications_metric_observation"
1388,anonnumber_useless_talks_per_user,9459500011,anonnumber_useless_talks,anonnumber_calls,,participant,0,0,,communications_metric_observation,communications_metric_observation,"communications_metric_observation,communications_metric_observation"
1389,app_cache_percent_p95,38793750005,app_cache_events_p95,app_cache_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1390,appcall_anon_bx_outgoing,72387750002,"appcall_bx_outgoing_messenger_call_back,appcall_bx_outgoing_item,anon_calls_matched_any_type,appcall_bx_outgoing_messenger_chat_long_answer,appcall_bx_outgoing_deeplink_call_back,appcall_bx_outgoing_item_gallery,appcall_bx_outgoing_notification_call_back,appcall_bx_outgoing_call_log_callback,appcall_bx_outgoing_messenger_chat_menu",,,,0,0,,"app_calls_metric_observation,matched_anonymous_calls_metric_observation",,"app_calls_metric_observation,matched_anonymous_calls_metric_observation"
1391,appcall_anon_per_pv_btn_user,72387750014,"appcall_bx_outgoing_item_gallery,appcall_bx_outgoing_item,anon_calls_matched_any_type_itemview",phone_view_button_clicks,participant,participant,0,0,,"app_calls_metric_observation,matched_anonymous_calls_metric_observation",search_stream_metric_observation,"search_stream_metric_observation,app_calls_metric_observation,matched_anonymous_calls_metric_observation"
1392,appcall_bx_outgoing_callback_answered,72387750023,"appcall_bx_outgoing_deeplink_call_back_answered,appcall_bx_outgoing_notification_call_back_answered,appcall_bx_outgoing_messenger_call_back_answered,appcall_bx_outgoing_call_log_callback_answered",,,,0,0,,app_calls_metric_observation,,app_calls_metric_observation
1393,avitopro_vas_transactions,6122750015,avitopro_vas_transactions,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
1394,base_serp_with_query_empty,34290500003,base_serp_with_query_empty,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1395,btc_serp_noquery,38927500002,btc_serp_noquery,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1396,buyer_target_clicks_premium,1898250004,buyer_target_clicks_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1397,buyers_from_map,32068000004,contacts_from_map,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1398,buyers_on_rating_4,4873000005,contacts_on_rating_4,,participant,,0,0,,ratings_metric_observation,,ratings_metric_observation
1399,contacts_regions_per_search,28301750010,contacts_regions,searches_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1400,contacts_serp_district,33695500009,contacts_serp_district,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1401,content_paint_session_percent_p50,42205500002,content_paint_session_events_p50,content_paint_session_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1402,default_loc_tooltip_shows_russia,33620750012,tooltip_opens_russia,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
1403,extensions_paying_users_ratio,4927250012,ext_users,active_listers,,,0,0,,b2b_core_daily_metric_observation,c2c_core_daily_metric_observation,"c2c_core_daily_metric_observation,b2b_core_daily_metric_observation"
1404,fav_added_push,1898250038,fav_added_push,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1405,fav_added_rec_push,34018750030,fav_added_rec_push,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1406,helpdesk_delivery_voice_calls,6450250014,helpdesk_delivery_voice_calls,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
1407,helpdesk_delivery_voice_calls_per_order,6450250015,helpdesk_delivery_voice_calls,buyer_delivery_orders_with_pay,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
1408,item_views_rec_i2i_premium,34018750037,item_views_rec_i2i_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1409,items_100m_from_location_reactivated,53780750009,item_100m_from_location_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
1410,items_200_plus_km_from_location,53780750011,item_200_plus_km_from_location,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
1411,items_closed_by_ttl,6008250002,items_closed_by_ttl,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1412,items_no_coordinates_new,53780750034,item_no_coordinates_new,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
1413,items_reactivated_free,17744500021,items_reactivated_free,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1414,items_rejected_wrong_cat_start_date,17744500035,items_rejected_wrong_cat,,,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1415,items_with_str,2820500040,items_with_str,,,,0,0,,str_metric_observation,,str_metric_observation
1416,iv_grouped_doubles,79194000002,item_views_grouped_doubles,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1417,loc_chng_app_settings,36712750001,location_changings_app_settings,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
1418,map_buyers_per_map_serchers,32068000014,contacts_from_map,map_searches,participant,participant,0,0,,search_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,search_stream_metric_observation"
1419,map_scrolls,76339250013,scrolls,,,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
1420,messenger_spam_blocks,4873000022,messenger_spam_blocks,,,,0,0,,messenger_metric_observation,,messenger_metric_observation
1421,misspell_replace_ctr_disable,4927250038,misspell_disabled,misspell_replace,,,0,0,,click_stream_metric_observation,click_stream_metric_observation,"click_stream_metric_observation,click_stream_metric_observation"
1422,multi_region_sess,46712750004,regions_in_searches,,"session,participant",,2,0,,geo_searches_metric_observation,,geo_searches_metric_observation
1423,on_load_dur,11670250012,time_to_on_load,initial_pages_finished_events,,,0,0,,web_speed_metric_observartion,web_speed_metric_observartion,"web_speed_metric_observartion,web_speed_metric_observartion"
1424,on_load_item_dur,11670250013,time_to_load_item,initial_pages_finished_events_item,,,0,0,,web_speed_metric_observartion,web_speed_metric_observartion,"web_speed_metric_observartion,web_speed_metric_observartion"
1425,on_load_messenger_dur,11670250015,time_to_load_messenger,initial_pages_finished_events_messenger,,,0,0,,web_speed_metric_observartion,web_speed_metric_observartion,"web_speed_metric_observartion,web_speed_metric_observartion"
1426,on_load_percent_p50,38793750035,on_load_events_p50,on_load_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1427,paid_contact_amount_net_adj,4927250043,paid_contact_amount_net_adj,,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
1428,phone_views_snippet,1898250061,"phone_views_snippet_xlvas,phone_views_snippet",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1429,public_profile_closed_items_paginations,1592250002,public_profile_closed_items_paginations,,,,0,0,,public_profile_metric_observation,,public_profile_metric_observation
1430,public_profile_visit_from_subscribers_messenger,12721250016,public_profile_visit_from_subscribers_messenger,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1431,request_response_percent_p75,38793750061,request_response_events_p75,request_response_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1432,s_iv_per_s_price_sort,4629750009,searches_item_view_price_sort,searches_price_sort,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1433,s_witcher_auto_with_iv,84578500017,searches_witcher_new_auto_with_item_view,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1434,searches_any_ext_block,74403750005,"searches_extra_regions,searches_extra_delivery",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1435,searches_contact_premium,1898250065,searches_contact_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1436,searches_item_view_regions,28301750022,searches_item_view_regions,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1437,searches_item_view_vip,1898250075,searches_item_view_vip,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1438,seller_items_favorites_added,5026000017,seller_items_favorites_added,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1439,sellers_with_contacts,4053000015,seller_contacts,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1440,sessions_c_per_active,4873000051,"delivery_order_created,booking_created_short_rent,first_messages,delivery_flow_beginings,phone_views_total,realty_development_phone_views","item_views,write_button_clicks,delivery_order_created,delivery_flow_beginings,realty_development_phone_views,first_messages,searches,booking_created_short_rent,phone_views_total,favorites_added","session,participant","session,participant",0,0,,"click_stream_metric_observation,search_stream_metric_observation","click_stream_metric_observation,search_stream_metric_observation","click_stream_metric_observation,search_stream_metric_observation,click_stream_metric_observation,search_stream_metric_observation"
1441,sqp_wordbreaker_replace,78449500022,sqp_wordbreaker_replace,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1442,support_hc_article_dislike_highlighted,55587000002,"helpcenter_article_dislike_freq,helpcenter_article_dislike_popular",,,,0,0,,support_metric_observation,,support_metric_observation
1443,support_hc_article_marks_freq,55587000013,"helpcenter_article_like_freq,helpcenter_article_dislike_freq",,,,0,0,,support_metric_observation,,support_metric_observation
1444,support_helpcenter_wizard_visitors,4864250001,helpcenter_wizard_sessions,,participant,,0,0,,support_metric_observation,,support_metric_observation
1445,user_from_session_start_to_iv_p25,65722250037,from_session_start_to_iv_p25,,participant,,0,0,,labor_metric_observation,,labor_metric_observation
1446,user_map_error,78899250003,errors_on_map,,participant,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
1447,user_reviews_list_open,6210250003,reviews_list_open,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1448,user_witcher_auto_with_iv_per_user_witcher_auto,84578500042,searches_witcher_new_auto_with_item_view,searches_witcher_new_auto,participant,participant,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1449,users_active_item_more_40_description_word,69347250035,active_items_more_40_description_word,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1450,users_active_items,4053000017,active_items,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1451,users_contact_rec_daily,1898250085,contacts_rec,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1452,users_favorites,4237000005,favorites_added,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1453,users_item_rejected_contacts_on_photo_start_date,17866500008,items_rejected_contacts_on_photo,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1454,users_item_rejected_pricelist_start_date,17866500011,items_rejected_pricelist,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1455,users_item_rejected_start_date,4584000016,items_rejected,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1456,users_item_views_serp_road,33695500090,item_views_serp_road,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1457,users_non_fatal_app_errors,6395500009,non_fatal_app_error,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1458,vas_price_net_adj,4927250074,vas_amount_net_adj,vas_transactions,,,0,0,,b2b_core_daily_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,b2b_core_daily_metric_observation"
1459,vas_transactions_highlight,5080000095,vas_transactions_highlight,,,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
1460,write_button_clicks_with_shop_id,83608750014,write_button_clicks_shop,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1461,ancalls_any_type,17884750001,anon_calls_matched_any_type,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
1462,ancalls_per_phone_view,17884750026,anon_calls_matched_any_type,phone_views_total,,,0,0,,matched_anonymous_calls_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,matched_anonymous_calls_metric_observation"
1463,anonnumber_long_talks,9459500002,anonnumber_long_talks,,,,0,0,,communications_metric_observation,,communications_metric_observation
1464,anonnumber_success_talk_dur_per_user,9459500006,anonnumber_success_talks_duration,anonnumber_calls,,participant,0,0,,communications_metric_observation,communications_metric_observation,"communications_metric_observation,communications_metric_observation"
1465,anonnumber_success_talks,5906250010,anonnumber_success_talks,,,,0,0,,communications_metric_observation,,communications_metric_observation
1466,answered_first_messages_within_1day,27044250001,answered_first_messages_within_1day,,,,0,0,,messenger_metric_observation,,messenger_metric_observation
1467,appcall_anon_bx_outgoing_direct_answered,72387750005,"appcall_bx_outgoing_item_answered,appcall_bx_outgoing_messenger_chat_menu_answered,appcall_bx_outgoing_item_gallery_answered,anon_calls_matched_answered,appcall_bx_outgoing_messenger_chat_long_answer_answered",,,,0,0,,"app_calls_metric_observation,matched_anonymous_calls_metric_observation",,"app_calls_metric_observation,matched_anonymous_calls_metric_observation"
1468,appcall_bx_outgoing_callback,72387750022,"appcall_bx_outgoing_deeplink_call_back,appcall_bx_outgoing_call_log_callback,appcall_bx_outgoing_messenger_call_back,appcall_bx_outgoing_notification_call_back",,,,0,0,,app_calls_metric_observation,,app_calls_metric_observation
1469,avitopro_item_priceedit,20520500011,avitopro_item_priceedit,,participant,,0,0,,avitopro_key_actions_observations,,avitopro_key_actions_observations
1470,avitopro_landing_view_events,6122750011,avitopro_landing_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
1471,avitopro_view_events,6122750016,avitopro_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
1472,base_serp_without_query_empty,34290500005,serp_without_query_empty,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1473,btc_serp_noq_per_s_noq,38927500001,btc_serp_noquery,searches_without_query_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1474,buyer_favouriteseller_add_from_pp,12721250002,buyer_favouriteseller_add_from_pp,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1475,buyer_str_paid,2820500018,buyer_str_paid,,,,0,0,,str_metric_observation,,str_metric_observation
1476,buyer_target_clicks_vip_per_search,1898250015,buyer_target_clicks_vip,searches_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1477,buyers_on_rating_3,4873000004,contacts_on_rating_4,,participant,,0,0,,ratings_metric_observation,,ratings_metric_observation
1478,c_from_witcher_new_flats_per_witcher_new_flats,84578500008,contacts_witcher_new_flats,searches_witcher_new_flats,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1479,c_serp_grouped_doubles,79194000001,contacts_serp_grouped_doubles,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1480,contacts_new,48023500005,"realty_development_phone_views,delivery_order_created,new_first_messages,booking_created_short_rent,phone_views_total",,,,0,0,,"click_stream_metric_observation,first_message_metric_observation,search_stream_metric_observation",,"click_stream_metric_observation,first_message_metric_observation,search_stream_metric_observation"
1481,cv_packages_transactions_all,6122750020,cv_packages_transactions_all,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
1482,dom_interactive_duration,38793750022,dom_interactive_duration,dom_interactive_duration_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1483,dom_load_session_duration,39889250006,dom_load_session_duration,dom_load_session_duration_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1484,dom_load_session_percent_p50,39889250008,dom_load_session_events_p50,dom_load_session_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1485,express_cv_started_net,3124500006,express_cv_started_net,,,,0,0,,express_cv_metric_observation,,express_cv_metric_observation
1486,first_byte_dur,11670250005,time_to_firstbyte,initial_pages_finished_events,,,0,0,,web_speed_metric_observartion,web_speed_metric_observartion,"web_speed_metric_observartion,web_speed_metric_observartion"
1487,item_added_chains_3_6min,5434000004,item_added_chains_3_6min,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1488,items_200_plus_km_from_location_reactivated,53780750014,item_200_plus_km_from_location_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
1489,items_blocked_duplicate_start_date,17744500010,items_blocked_duplicate,,,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1490,items_delivery_wrong_available,4921000013,items_delivery_wrong_available,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
1491,items_edited_per_items_edit_started_by_src,5026000015,items_edited_by_src,items_edit_started_by_src,,,0,0,,sellerx_metric_observation_w_startdate,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,sellerx_metric_observation_w_startdate"
1492,items_rejected_contacts_in_description,17744500024,items_rejected_contacts_in_description,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1493,items_sold_onavito_conversion,2732500006,items_sold_onavito,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1494,items_with_address_string,53780750043,item_with_address_string,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
1495,items_with_building_reactivated,78135500009,item_has_building_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
1496,map_area_per_map_search,55093000037,searches_map_area,map_searches,,,0,0,,search_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,search_stream_metric_observation"
1497,map_users_1plus_maps_per_map_user,80719750004,map_searches,map_searches,participant,participant,1,0,,map_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,map_stream_metric_observation"
1498,non_fatal_app_errors,6395500005,non_fatal_app_error,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1499,phone_view_button_clicks_per_item_view,6379750002,phone_view_button_clicks,item_views,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1500,realty_dev_views_per_search,6379750006,realty_development_views,searches,,,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
1501,received_reviews_list_open,5928500002,received_reviews_list_open,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1502,s_witcher_flats_with_btc,84578500018,searches_witcher_new_flats_with_btc,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1503,searches_from_witcher_regions,80610750035,searches_from_witcher_regions,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1504,searches_item_view_premium,1898250070,searches_item_view_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1505,seller_own_item_views,5026000019,own_item_views,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1506,sellers_with_fs_subscribers,4933500008,"favourite_sellers_subscribers_inactive_new,favourite_sellers_subscribers_inactive_old,favourite_sellers_subscribers_active_new,favourite_sellers_subscribers_active_old",,participant,,0,0,,favourite_sellers_totals,,favourite_sellers_totals
1507,sess_searches_road,33695500066,searches_road,,"participant,session",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1508,sessions_btc,4873000036,"delivery_order_created,booking_created_short_rent,delivery_flow_beginings,realty_development_phone_views,favorites_added,write_button_clicks,first_messages,phone_views_total",,"session,participant",,0,0,,"click_stream_metric_observation,search_stream_metric_observation",,"click_stream_metric_observation,search_stream_metric_observation"
1509,sqp_layout_replace,78449500002,sqp_layout_replace,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1510,successful_payment,4300000010,successful_payment,,,,0,0,,billing_metric_observation,,billing_metric_observation
1511,suggest_buyers_with_all_queries,26132250002,sessions_with_suggest_click_and_contact,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1512,tariff_base_revenue_net,38264750009,tariff_amount_net_base,,,,0,0,,lf_metric_observation,,lf_metric_observation
1513,tariff_pro_revenue,38264750010,tariff_amount_pro,,,,0,0,,lf_metric_observation,,lf_metric_observation
1514,total_blocking_time_percent_p95,83674250005,total_blocking_time_events_p95,total_blocking_time_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1515,ttfb_percent_p75,38793750081,ttfb_events_p75,ttfb_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
1516,user_favorites_list_views,6122750066,favorites_list_views,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1517,user_messages_view_events,6122750072,messages_view_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
1518,user_windows_view_events,6122750096,windows_view_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
1519,users_item_rejected_wrong_vin,17744500064,items_rejected_wrong_vin,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1520,users_item_sold_notonavito,6008250009,items_sold_notonavito,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
1521,users_item_sold_onavito_from_messenger,27044250005,items_sold_onavito_from_messenger,,participant,,0,0,,messenger_metric_observation,,messenger_metric_observation
1522,users_saved_searches_notifications_on,5843500026,search_subscription_notifications_add,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1523,users_searches_district_per_users_search,33695500093,searches_district,searches,participant,participant,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
1524,users_transport_main_page_daily,1898250093,transport_main_pages,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
1525,users_vas_fast,5080000007,vas_amount_net_fast,,participant,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
1526,users_vas_pushup_start_date,5080000014,vas_amount_net_pushup,,participant,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
1527,vas_amount_premium_start_date,5080000045,vas_amount_premium,,,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
1528,vas_avo_highlight,5080000060,vas_amount_highlight,vas_transactions_highlight,,,0,0,,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
1529,wtc_from_witcher_regions,80610750075,"item_views_witcher_regions,searches_from_witcher_regions",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
1530,bt_clicks_rec_u2i_vas,34018750009,bt_clicks_rec_u2i_vas,,,,0,0,,,,
1531,helpdesk_vas_tag_tickets,2820500035,helpdesk_vas_tag_tickets,,,,0,0,,,,
1532,public_profile_visit_from_subscriptions_list,12721250017,public_profile_visit_from_subscriptions_list,,,,0,0,,,,
1533,searches_with_suggest_share,3236250001,queries_with_suggest,queries_no_redirect,,,0,0,,,,
1534,typo_suggest_disabled,4927250070,typo_suggest_disabled,,,,0,0,,,,
1535,user_from_main_page_to_iv_p50,65722250023,from_main_page_to_iv_p50,,participant,,0,0,,,,
1536,users_item_sold_notonavito_total,6008250010,items_sold_notonavito_total,,participant,,0,0,,,,
1537,ancalls_by_time_map,17884750023,anon_calls_matched_by_time_map,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
1538,anonnumber_call_dur_per_user,5906250002,anonnumber_calls_duration,anonnumber_calls,,participant,0,0,,communications_metric_observation,communications_metric_observation,"communications_metric_observation,communications_metric_observation"
1539,anonnumber_success_talks_per_user,5906250011,anonnumber_success_talks,anonnumber_calls,,participant,0,0,,communications_metric_observation,communications_metric_observation,"communications_metric_observation,communications_metric_observation"
