,metric_name,metric_id,numerator_observations,denominator_observations,numerator_uniq,denominator_uniq,numerator_threshold,denominator_threshold,date_filter,num_sources,den_sources,sources
0,anonnumber_users,5906250017,anonnumber_calls,,participant,,0,0,,communications_metric_observation,,communications_metric_observation
1,appcall_per_pv_btn_user,72387750039,"appcall_bx_outgoing_item,appcall_bx_outgoing_item_gallery",phone_view_button_clicks,participant,participant,0,0,,app_calls_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,app_calls_metric_observation"
2,async_target_content_dur,12310250001,time_for_async_target_content,initial_pages_finished_events_main,,,0,0,,,web_speed_metric_observartion,web_speed_metric_observartion
3,avg_item_address_length_react,53780750003,item_address_length_reactivated,item_with_address_string_reactivated,,,0,0,,item_geo_metric_observation,item_geo_metric_observation,"item_geo_metric_observation,item_geo_metric_observation"
4,avitopro_item_edit,20520500009,avitopro_item_edit,,participant,,0,0,,avitopro_key_actions_observations,,avitopro_key_actions_observations
5,avitopro_vas_amount,6122750014,avitopro_vas_amount,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
6,btc_from_witcher_new_auto_per_witcher_new_auto,84578500002,buyer_target_clicks_witcher_new_auto,searches_witcher_new_auto,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
7,btc_serp_query,38927500004,btc_serp_query,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
8,calls_serp,24164500009,"answered_proxy_calls_serp,missed_proxy_calls_serp",,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
9,contacts_on_rating_1,74850250002,contacts_on_rating_1,,,,0,0,,ratings_metric_observation,,ratings_metric_observation
10,contacts_rec_i2i_premium,34018750013,contacts_rec_i2i_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
11,default_loc_tooltip_city_share,33620750004,tooltip_opens_city,tooltip_opens,,,0,0,,location_changings_metric_observation,location_changings_metric_observation,"location_changings_metric_observation,location_changings_metric_observation"
12,delivery_seller_vas_spend_amount,2820500024,delivery_seller_vas_spend_amount,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
13,delivery_total_view_delivery_click_ratio,2820500027,total_delivery_click,delivery_total_item_view,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
14,delivery_widget_contact_ratio,2820500031,delivery_contact,delivery_widget,,,0,0,,delivery_metric_observation,delivery_metric_observation,"delivery_metric_observation,delivery_metric_observation"
15,draw_appstart_session_duration,76203750001,draw_appstart_session_duration,draw_appstart_session_duration_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
16,fav_added_rec_i2i,2963250005,fav_added_rec_i2i,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
17,fav_added_rec_per_rec_block,1898250041,fav_added_rec,recblock_shows,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
18,fav_added_searches_u2i,34568000003,fav_added_searches_u2i,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
19,fav_added_serp_radius,33695500019,fav_added_serp_radius,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
20,first_response_messages,4873000013,first_response_messages,,,,0,0,,messenger_metric_observation,,messenger_metric_observation
21,init_percent_p25,25067250009,init_events_p25,init_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
22,item_views_client,17560250001,item_views_client,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
23,item_views_total_push,34217500005,item_views_total_push,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
24,items_20m_from_location_new_per_new,53780750018,item_20m_from_location_new,items_started,,,0,0,,item_geo_metric_observation,sellerx_metric_observation_w_startdate,"sellerx_metric_observation_w_startdate,item_geo_metric_observation"
25,items_no_address_id_new,53780750024,item_no_address_id_new,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
26,items_sold_another_reason_start_date,11655250012,items_sold_another_reason,,,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
27,items_sold_notonavito,6008250003,items_sold_notonavito,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
28,listings_number,38264750007,listings,,,,0,0,,lf_metric_observation,,lf_metric_observation
29,loc_chng_city_russia,38199250001,location_changings_city_russia,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
30,map_users,4578000004,map_searches,,participant,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
31,new_items_more_5_photo,69347250024,new_items_more_5_photo,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
32,notifications_view_events,6122750030,notifications_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
33,phone_views_total_push,34217500009,phone_views_total_push,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
34,prepare_duration,31579000007,prepare_duration,prepare_duration_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
35,processing_percent_p75,38793750046,processing_events_p75,processing_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
36,public_profile_unique_views,2591000006,public_profile_unique_views,,,,0,0,,public_profile_metric_observation,,public_profile_metric_observation
37,re_main_pages,1898250063,re_main_pages,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
38,request_response_percent_p50,38793750060,request_response_events_p50,request_response_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
39,request_response_percent_p95,38793750062,request_response_events_p95,request_response_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
40,s_btc_per_s,67343000001,search_btc,searches,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
41,search_suggest_clicks,4873000027,search_suggest_clicks,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
42,searches_contact_any_ext_block,74403750006,"searches_contact_regions,searches_contact_delivery",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
43,searches_district_with_item_view,33695500035,searches_district_with_item_view,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
44,searches_item_view_delivery,28301750021,searches_item_view_delivery,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
45,searches_road_with_contact,33695500059,searches_road_with_contact,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
46,selected_payment_method_share_proportion_cv,4300000008,payment_method_choice_CV,payment_method_page_CV,participant,participant,0,0,,billing_metric_observation,billing_metric_observation,"billing_metric_observation,billing_metric_observation"
47,serverloading_session_duration,31579000010,serverloading_session_duration,serverloading_session_duration_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
48,sessions_btc_r_per_r,4873000041,buyer_target_clicks_rec,recblock_shows,"session,participant","participant,session",0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
49,settings_view_events,6122750039,settings_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
50,share_suggest_buyers_to_all_users,4873000085,sessions_with_query_suggest_click_contact,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
51,subs_transactions,4927250053,subs_transactions,,,,0,0,,b2b_core_daily_metric_observation,,b2b_core_daily_metric_observation
52,total_blocking_time_percent_p25,83674250002,total_blocking_time_events_p25,total_blocking_time_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
53,user_autoload_click_load_events,6122750052,autoload_click_load_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
54,user_btc_from_witcher_auto,84578500033,buyer_target_clicks_witcher_new_auto,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
55,user_btc_from_witcher_reg,80610750051,buyer_target_clicks_witcher_regions,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
56,user_buyer_target_clicks_with_shop_id,83608750008,buyer_target_clicks_shop,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
57,user_from_session_start_to_iv_p50_per_user_iv_search,65722250040,from_session_start_to_iv_p50,item_views_search_item_attr,participant,participant,0,0,,labor_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,labor_metric_observation"
58,user_from_vertical_page_to_c_p25_per_user_c_search,65722250046,from_vertical_page_to_c_p25,contacts_search_item_attr,participant,participant,0,0,,,search_stream_metric_observation,search_stream_metric_observation
59,user_password_restore_request_attempt,69868500016,"password_restore_requests,password_restore_request_errors",,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
60,user_successful_payment,6122750093,successful_payment,,participant,,0,0,,billing_metric_observation,,billing_metric_observation
61,user_write_button_clicks_with_shop_id,83608750013,write_button_clicks_shop,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
62,user_wtc_from_witcher_flats,84578500048,"item_views_witcher_new_flats,searches_from_witcher_new_flats",,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
63,users_chat_open_errors,6341750001,chat_open_errors,,participant,,0,0,,messenger_metric_observation,,messenger_metric_observation
64,users_contacts_rec_i2i_per_users_item_views,2963250007,contacts_rec_i2i,item_views,participant,participant,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
65,users_default_loc_tooltip_declines,18359750027,tooltip_not_accepts,,participant,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
66,users_first_response_messages,4873000089,first_response_messages,,participant,,0,0,,messenger_metric_observation,,messenger_metric_observation
67,users_item_blocked_duplicate_start_date,17866500001,items_blocked_duplicate,,participant,,0,0,start,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
68,users_item_edit_title,17744500052,item_edits_title,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
69,users_item_reactivated_free,17744500053,items_reactivated_free,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
70,users_item_view_per_users,2120500013,item_views,"first_messages,searches_with_query,delivery_flow_beginings,realty_development_phone_views,phone_views_total,searches_without_query,item_views,delivery_order_created,favorites_added,booking_created_short_rent",participant,participant,0,0,,search_stream_metric_observation,"click_stream_metric_observation,search_stream_metric_observation","click_stream_metric_observation,search_stream_metric_observation,search_stream_metric_observation"
71,users_loc_expanded_chng,18359750032,location_changings_expanded,,participant,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
72,users_realty_dev_view,6379750013,realty_development_views,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
73,users_vas_activation_start_date,5080000006,vas_amount_net_activation,,participant,,0,0,start,mnz_vas_metric_observation,,mnz_vas_metric_observation
74,vas_avo_net_turbo_start_date,5080000075,vas_amount_net_turbo,vas_transactions_turbo,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
75,vas_avo_net_vip,5080000076,vas_amount_net_vip,vas_transactions_vip,,,0,0,,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
76,vas_avo_turbo_start_date,5080000086,vas_amount_turbo,vas_transactions_turbo,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
77,vas_avo_vip_start_date,5080000088,vas_amount_vip,vas_transactions_vip,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
78,write_button_clicks,3213750002,write_button_clicks,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
79,wtc_from_witcher_new_flats,84578500050,"searches_from_witcher_new_flats,item_views_witcher_new_flats",,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
80,wtc_per_witcher_new_auto,84578500051,"searches_from_witcher_new_auto,item_views_witcher_new_auto",searches_witcher_new_auto,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
81,wtc_per_witcher_new_flats,84578500052,"item_views_witcher_new_flats,searches_from_witcher_new_flats",searches_witcher_new_flats,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
82,bt_clicks_rec_u2i_push,34018750008,bt_clicks_rec_u2i_push,,,,0,0,,,,
83,active_items_more_1_photo,69347250007,active_items_more_1_photo,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
84,ad_click_sessions_per_show,6226750002,ad_clicks,"ad_head_mp,ad_searches,ad_item_views,ad_vertical_mp","participant,session","session,participant",0,0,,ad_metric_observation,ad_metric_observation,"ad_metric_observation,ad_metric_observation"
85,address_item_page_clicks_per_iv,61412250002,address_item_page_clicks,item_views,,,0,0,,click_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,click_stream_metric_observation"
86,app_cache_percent_p25,38793750002,app_cache_events_p25,app_cache_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
87,appcall_anon_bx_outgoing_itemview,72387750011,"appcall_bx_outgoing_item_gallery,anon_calls_matched_any_type_itemview,appcall_bx_outgoing_item",,,,0,0,,"app_calls_metric_observation,matched_anonymous_calls_metric_observation",,"app_calls_metric_observation,matched_anonymous_calls_metric_observation"
88,appcall_click_phone,72387750036,"appcall_item_click_phone,appcall_messenger_chat_menu_click_phone,appcall_item_gallery_click_phone,appcall_messenger_chat_long_answer_click_phone",,,,0,0,,app_calls_metric_observation,,app_calls_metric_observation
89,appcall_per_pv_btn,72387750038,"appcall_bx_outgoing_item,appcall_bx_outgoing_item_gallery",phone_view_button_clicks,,,0,0,,app_calls_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,app_calls_metric_observation"
90,avitopro_item_delete,20520500008,avitopro_item_delete,,participant,,0,0,,avitopro_key_actions_observations,,avitopro_key_actions_observations
91,buyer_str_bookings_paid,2820500014,buyer_str_bookings_paid,,,,0,0,,str_metric_observation,,str_metric_observation
92,buyer_target_clicks_rec_i2i,2963250001,buyer_target_clicks_rec_i2i,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
93,buyer_target_clicks_regions_per_search,28301750004,buyer_target_clicks_regions,searches_serp,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
94,cities_in_search,45749250001,cities_in_searches,,,,0,0,,geo_searches_metric_observation,,geo_searches_metric_observation
95,contacts,1277000002,"phone_views_total,booking_created_short_rent,first_messages,realty_development_phone_views,delivery_order_created",,,,0,0,,"click_stream_metric_observation,search_stream_metric_observation",,"click_stream_metric_observation,search_stream_metric_observation"
96,contacts_push_per_item_views_push,1898250022,contacts_push,item_views_push,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
97,content_paint_session_percent_p95,42205500004,content_paint_session_events_p95,content_paint_session_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
98,default_loc_tooltip_russia_share,33620750009,tooltip_opens_russia,tooltip_opens,,,0,0,,location_changings_metric_observation,location_changings_metric_observation,"location_changings_metric_observation,location_changings_metric_observation"
99,delivery_orders_created_grouped,4584000003,delivery_order_created,,"item,participant",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
100,di_percent_p95,35712250001,di_events_p95,di_events,,,0,0,,new_performance_metric_observation,new_performance_metric_observation,"new_performance_metric_observation,new_performance_metric_observation"
101,dom_load_session_percent_p95,39889250010,dom_load_session_events_p95,dom_load_session_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
102,errors_map,78899250001,errors_on_map,,,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
103,express_cv_form_open_item_add_conversion,3124500004,express_cv_started,express_cv_form_open,,,0,0,,express_cv_metric_observation,express_cv_metric_observation,"express_cv_metric_observation,express_cv_metric_observation"
104,fav_added_serp_road,33695500020,fav_added_serp_road,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
105,favorite_search_view_events,6122750023,favorite_search_view_events,,,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
106,favouriteseller_activities,5843500002,"buyer_favouriteseller_add,buyer_favouriteseller_notifications_off,buyer_favouriteseller_notifications_on,buyer_favouriteseller_delete,user_favouritesellers_open",,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
107,first_input_delay_percent_p75,74850250011,first_input_delay_events_p75,first_input_delay_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
108,helpdesk_delivery_voice_claim_tickets,6450250016,helpdesk_delivery_voice_claim_tickets,,,,0,0,,delivery_metric_observation,,delivery_metric_observation
109,item_chains_started,4053000001,item_chains_started,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
110,item_views_rec_i2i_vas_per_item_views_rec_i2i,47079750004,item_views_rec_i2i_vas,item_views_rec_i2i,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
111,items_rejected_year_of_issue,17744500042,items_rejected_year_of_issue,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
112,items_started_net,2732500007,items_started_net,,,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
113,items_with_building,78135500006,item_has_building,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
114,items_with_city_reactivated,78135500014,item_has_city_reactivated,,,,0,0,,item_geo_metric_observation,,item_geo_metric_observation
115,lf_arpu_net_adj,4927250030,lf_amount_net_adj,active_listers,,,0,0,,b2b_core_daily_metric_observation,c2c_core_daily_metric_observation,"c2c_core_daily_metric_observation,b2b_core_daily_metric_observation"
116,loc_chng_bad_region,33620750014,location_changings_bad_regions,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
117,loc_chng_suspicious_russia,33620750028,location_changings_suspicious_russia,,,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
118,map_search_to_btc_map,76339250015,map_searches_to_btc_map,buyer_target_clicks_from_map,,participant,0,0,,map_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,map_stream_metric_observation"
119,map_sessions_1plus_maps_per_sess_map,80719750002,map_searches,map_searches,"participant,session","participant,session",1,0,,map_stream_metric_observation,map_stream_metric_observation,"map_stream_metric_observation,map_stream_metric_observation"
120,map_users_2plus_maps,76371500002,map_searches,,participant,,2,0,,map_stream_metric_observation,,map_stream_metric_observation
121,messenger_text_messages,11112250002,messenger_text_messages,,,,0,0,,messenger_metric_observation,,messenger_metric_observation
122,noncapital_city_level_search_per_search,77149250005,noncapital_city_level_searches,searches,,,0,0,,geo_searches_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,geo_searches_metric_observation"
123,password_restore_request_errors,927250005,password_restore_request_errors,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
124,phone_views_total_premium,34217500008,phone_views_total_premium,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
125,phone_views_total_vip,34217500011,phone_views_total_vip,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
126,pin_clickers,4578000007,pin_clicks,,participant,,0,0,,map_stream_metric_observation,,map_stream_metric_observation
127,pin_clicks_sessions,32068000022,pin_clicks,,"session,participant",,0,0,,map_stream_metric_observation,,map_stream_metric_observation
128,processing_on_load_percent_p95,38793750043,processing_on_load_events_p95,processing_on_load_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
129,redirect_percent_p95,38793750052,redirect_events_p95,redirect_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
130,request_percent_p75,38793750056,request_events_p75,request_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
131,response_percent_p95,38793750067,response_events_p95,response_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
132,russia_level_searches,43547500010,russia_level_searches,,,,0,0,,geo_searches_metric_observation,,geo_searches_metric_observation
133,s_price_sort_per_s,4688500003,searches_price_sort,searches,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
134,search_redirect_replace,4927250045,search_redirect_replace,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
135,searches_witcher_reg_with_btc_per_witcher_reg,80610750045,searches_witcher_regions_with_btc,searches_witcher_regions,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
136,searches_with_shop_id,83608750006,searches_shop,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
137,secure_connection_percent_p50,38793750070,secure_connection_events_p50,secure_connection_events,,,0,0,,web_performance_metric_observation,web_performance_metric_observation,"web_performance_metric_observation,web_performance_metric_observation"
138,serp_noq_empty_per_s_noq,5211500001,serp_without_query_empty,searches_without_query,,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
139,services_main_pages,1898250076,services_main_pages,,,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
140,sess_metro,33695500063,searches_metro,,"participant,session",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
141,sessions_btc_r_i2i,4873000039,buyer_target_clicks_rec_i2i,,"session,participant",,0,0,,search_stream_metric_observation,,search_stream_metric_observation
142,sessions_c_s_per_s,4873000067,contacts_serp,searches,"participant,session","participant,session",0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
143,sessions_iv_r_u2i_per_r_u2i,4873000078,item_views_rec_u2i,recblock_shows_u2i,"session,participant","session,participant",0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
144,shows_contact_recblock,1898250077,shows_contact_recblock,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
145,sqp_layout_replace_ctr_disable,78449500003,sqp_layout_disabled,sqp_layout_replace,,,0,0,,click_stream_metric_observation,click_stream_metric_observation,"click_stream_metric_observation,click_stream_metric_observation"
146,tariff_users_single_revenue_net,38264750017,tariff_amount_net_single_listing,,,,0,0,,lf_metric_observation,,lf_metric_observation
147,teleport_replace_ctr_disable,4927250061,teleport_disabled,teleport_replace,,,0,0,,click_stream_metric_observation,click_stream_metric_observation,"click_stream_metric_observation,click_stream_metric_observation"
148,user_avitopro_landing_view_events,6122750054,avitopro_landing_view_events,,participant,,0,0,,avitopro_tmp_metric_observation,,avitopro_tmp_metric_observation
149,user_enter_start,69868500010,enter_start,,participant,,0,0,,cookie_account_enter,,cookie_account_enter
150,user_s_from_witcher_flats,84578500040,searches_from_witcher_new_auto,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
151,user_witcher_auto,84578500041,searches_witcher_new_auto,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
152,users_contacts_serp_road,33695500082,contacts_serp_road,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
153,users_default_loc_tooltip,18359750025,tooltip_opens,,participant,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
154,users_favouriteseller_notifications_on,5843500020,buyer_favouriteseller_notifications_on,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
155,users_item_edit_start_by_src,5026000027,item_edit_starts_by_src,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
156,users_item_rejected_wrong_cat,17744500061,items_rejected_wrong_cat,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
157,users_item_rejected_wrong_price,17744500063,items_rejected_wrong_price,,participant,,0,0,,sellerx_metric_observation_w_startdate,,sellerx_metric_observation_w_startdate
158,users_loc_chng,18359750030,location_changings,,participant,,0,0,,location_changings_metric_observation,,location_changings_metric_observation
159,users_saved_searches_list_view,5843500024,search_subscription_list_views,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
160,users_services_main_page_daily,1898250092,services_main_pages,,participant,,0,0,,click_stream_metric_observation,,click_stream_metric_observation
161,users_vas_pushup,5080000013,vas_amount_net_pushup,,participant,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
162,vas_amount_net_activation,5080000028,vas_amount_net_activation,,,,0,0,,mnz_vas_metric_observation,,mnz_vas_metric_observation
163,vas_avo_start_date,5080000084,vas_amount,vas_transactions,,,0,0,start,mnz_vas_metric_observation,mnz_vas_metric_observation,"mnz_vas_metric_observation,mnz_vas_metric_observation"
164,vas_paying_users_ratio,4927250073,vas_users,active_listers,,,0,0,,b2b_core_daily_metric_observation,c2c_core_daily_metric_observation,"c2c_core_daily_metric_observation,b2b_core_daily_metric_observation"
165,search_redirect_suggest,4927250047,search_redirect_suggest,,,,0,0,,,,
166,seller_favorites_added_total,5434000024,seller_favorites_added_total,,,,0,0,,,,
167,users_item_rejected_total,5434000040,items_rejected_total,,participant,,0,0,,,,
168,ancalls_both_types_serp,17884750010,anon_calls_matched_both_types_serp,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
169,ancalls_by_time_fav,17884750022,anon_calls_matched_by_time_fav,,,,0,0,,matched_anonymous_calls_metric_observation,,matched_anonymous_calls_metric_observation
170,anonnumber_success_calls,5906250006,anonnumber_success_calls,,,,0,0,,communications_metric_observation,,communications_metric_observation
171,anonnumber_success_talkers,5906250009,anonnumber_success_talks,,participant,,0,0,,communications_metric_observation,,communications_metric_observation
172,appcall_bx_outgoing_answered,72387750021,"appcall_bx_outgoing_item_gallery_answered,appcall_bx_outgoing_call_log_callback_answered,appcall_bx_outgoing_notification_call_back_answered,appcall_bx_outgoing_messenger_chat_menu_answered,appcall_bx_outgoing_item_answered,appcall_bx_outgoing_deeplink_call_back_answered,appcall_bx_outgoing_messenger_call_back_answered,appcall_bx_outgoing_messenger_chat_long_answer_answered",,,,0,0,,app_calls_metric_observation,,app_calls_metric_observation
173,appcall_show_items_ratio,72387750042,"appcall_item_show_buttons,appcall_item_gallery_show_buttons",phone_view_button_clicks,"item,participant","item,participant",0,0,,app_calls_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,app_calls_metric_observation"
174,avitopro_calls_open,20520500002,avitopro_calls_open,,participant,,0,0,,avitopro_key_actions_observations,,avitopro_key_actions_observations
175,btc_from_witcher_any_per_witcher_any,80610750002,"buyer_target_clicks_witcher_new_auto,buyer_target_clicks_witcher_delivery,buyer_target_clicks_witcher_regions,buyer_target_clicks_witcher_new_flats","searches_witcher_new_auto,searches_witcher_delivery,searches_witcher_new_flats,searches_witcher_regions",,,0,0,,search_stream_metric_observation,search_stream_metric_observation,"search_stream_metric_observation,search_stream_metric_observation"
176,buyer_target_clicks_with_shop_id,83608750002,buyer_target_clicks_shop,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
177,buyers_from_map_area,55093000008,contacts_serp_map_area,,participant,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
178,buyers_on_rating_1,4873000002,contacts_on_rating_1,,participant,,0,0,,ratings_metric_observation,,ratings_metric_observation
179,c_from_witcher_new_flats,84578500007,contacts_witcher_new_flats,,,,0,0,,search_stream_metric_observation,,search_stream_metric_observation
